centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.930969_40.511697,centroid_377,57.08,11.97,4.85,1.06,25.03
-111.931051_40.754179,centroid_378,72.38,7.93,1.17,0.8,17.73
-111.931138_41.046136,centroid_379,58.05,11.31,0.56,2.43,27.66
-111.93148_41.096188,centroid_380,62.74,10.75,0.46,1.89,24.16
-111.932342_40.761639,centroid_381,73.15,7.5,0.98,0.84,17.53
-111.93295_40.799939,centroid_382,76.45,6.63,0.79,0.85,15.27
-111.933313_40.675933,centroid_383,68.66,9.15,1.7,0.78,19.71
-111.934071_40.623527,centroid_384,64.9,10.25,2.0,1.0,21.85
-111.934084_40.592789,centroid_385,62.69,10.26,2.35,1.01,23.68
-111.934301_40.711598,centroid_386,70.27,8.57,1.43,0.65,19.08
-111.9393_41.227183,centroid_387,57.87,11.45,0.32,2.34,28.02
-111.939733_40.792705,centroid_388,75.81,6.87,0.74,0.81,15.77
-111.940056_40.641576,centroid_389,66.4,9.63,1.76,1.07,21.14
-111.940642_41.173851,centroid_390,59.26,11.37,0.4,2.11,26.86
-111.940766_41.217122,centroid_391,58.91,11.39,0.37,2.24,27.09
-111.941215_41.083909,centroid_392,62.15,10.94,0.37,1.81,24.73
-111.941272_41.056129,centroid_393,58.57,11.41,0.41,2.06,27.55
-111.941333_41.199064,centroid_394,60.87,11.26,0.41,2.27,25.19
-111.942532_41.247578,centroid_395,57.71,11.72,0.36,2.5,27.71
-111.942826_40.571728,centroid_396,61.84,10.97,2.56,1.19,23.44
-111.94356_40.777338,centroid_397,74.14,7.43,0.85,0.83,16.75
-111.943652_40.55176,centroid_398,60.77,10.88,2.62,1.16,24.56
-111.943836_40.686598,centroid_399,69.22,8.81,1.46,0.71,19.8
-111.9439_40.621723,centroid_400,64.85,9.84,2.0,1.01,22.29
-111.944043_40.590137,centroid_401,61.91,10.48,2.13,1.03,24.45
-111.944538_41.122226,centroid_402,62.26,10.97,0.33,1.83,24.61
-111.944691_40.706825,centroid_403,69.98,8.24,1.41,0.65,19.72
-111.94496_41.068263,centroid_404,60.48,11.31,0.37,2.01,25.83
-111.945068_40.79562,centroid_405,75.91,6.81,0.66,0.85,15.77
-111.946263_40.656115,centroid_406,67.19,9.62,1.7,0.9,20.59
-111.947187_40.692683,centroid_407,69.7,8.72,1.4,0.69,19.49
-111.947479_40.675709,centroid_408,69.1,8.93,1.53,0.79,19.66
-111.94759_41.019595,centroid_409,61.29,10.54,0.33,1.95,25.88
-111.948048_40.530825,centroid_410,59.59,11.41,2.86,1.21,24.94
-111.948176_40.512455,centroid_411,57.37,12.2,4.28,1.05,25.1
-111.948691_41.661653,centroid_412,30.75,19.54,0.18,1.86,47.66
-111.948758_41.154417,centroid_413,60.3,11.22,0.38,1.86,26.25
-111.94913_41.310725,centroid_414,55.73,12.08,0.28,2.5,29.41
-111.949585_41.260822,centroid_415,57.55,11.78,0.3,2.49,27.89
-111.953392_41.225632,centroid_416,59.78,10.79,0.3,2.06,27.07
-111.953453_41.197429,centroid_417,60.96,11.04,0.3,1.97,25.74
-111.953459_41.855698,centroid_418,20.75,22.32,0.1,1.57,55.26
-111.954802_41.318583,centroid_419,54.3,12.06,0.31,2.57,30.76
-111.956877_41.296637,centroid_420,56.06,11.87,0.32,2.49,29.25
-111.957299_40.616163,centroid_421,65.2,9.86,1.83,1.07,22.03
-111.957363_41.211189,centroid_422,60.15,10.94,0.27,1.91,26.73
-111.957765_40.632023,centroid_423,66.81,9.68,1.8,1.11,20.6
-111.95837_41.242293,centroid_424,58.53,11.63,0.35,2.2,27.29
-111.95845_40.60327,centroid_425,64.26,10.15,2.01,0.96,22.61
-111.958641_41.2164,centroid_426,60.46,11.34,0.29,2.02,25.9
-111.959008_41.176728,centroid_427,60.97,10.94,0.31,1.72,26.06
-111.959194_41.282302,centroid_428,56.73,11.83,0.4,2.43,28.61
-111.959583_40.660737,centroid_429,68.57,8.85,1.6,0.87,20.1
-111.960089_40.355034,centroid_430,37.3,16.5,10.8,0.74,34.67
-111.96022_40.690792,centroid_431,70.13,8.64,1.47,0.69,19.07
-111.960315_40.372252,centroid_432,38.31,16.8,11.53,0.65,32.71
-111.960869_40.488003,centroid_433,56.41,12.5,4.8,0.86,25.44
-111.961602_41.272077,centroid_434,56.64,12.01,0.36,2.5,28.49
-111.961721_40.675876,centroid_435,68.89,8.95,1.48,0.77,19.9
-111.962521_40.645717,centroid_436,67.24,9.06,1.62,0.96,21.12
-111.962649_40.588946,centroid_437,64.12,10.34,2.05,1.11,22.38
-111.963274_41.204051,centroid_438,59.9,10.93,0.3,1.77,27.1
-111.964209_41.226269,centroid_439,59.47,10.99,0.3,1.9,27.34
-111.964559_40.700084,centroid_440,71.02,8.19,1.35,0.67,18.77
-111.965115_41.2587,centroid_441,56.79,12.08,0.33,2.28,28.52
-111.965807_40.551035,centroid_442,61.52,10.87,2.28,1.31,24.02
-111.965989_40.708888,centroid_443,71.33,8.17,1.18,0.65,18.66
-111.96665_41.024307,centroid_444,65.06,9.66,0.3,1.66,23.32
-111.968218_41.193171,centroid_445,60.88,10.55,0.36,1.7,26.51
-111.968334_41.095162,centroid_446,61.62,10.81,0.42,1.78,25.37
-111.968683_41.082159,centroid_447,61.45,10.8,0.4,1.81,25.55
-111.9686_41.063783,centroid_448,61.44,10.95,0.3,1.77,25.55
-111.968726_40.772193,centroid_449,74.04,7.24,0.62,0.87,17.24
-111.969202_40.510658,centroid_450,58.4,11.91,3.74,0.98,24.97
-111.969521_40.688171,centroid_451,70.55,8.49,1.31,0.69,18.96
-111.971081_40.572403,centroid_452,63.55,10.54,2.1,1.28,22.53
-111.972082_40.616407,centroid_453,65.97,9.71,1.76,1.14,21.42
-111.972178_40.675112,centroid_454,70.09,8.83,1.39,0.82,18.88
-111.973179_41.226044,centroid_455,58.8,11.13,0.27,1.98,27.81
-111.973573_40.604184,centroid_456,65.32,10.03,1.91,1.05,21.68
-111.974005_40.531144,centroid_457,61.21,10.85,2.27,1.22,24.45
-111.974155_41.212538,centroid_458,59.37,10.86,0.27,1.73,27.76
-111.97438_41.203082,centroid_459,58.65,11.17,0.33,1.73,28.11
-111.975047_41.239805,centroid_460,56.94,11.18,0.21,1.97,29.7
-111.975796_40.631238,centroid_461,67.66,9.32,1.72,1.14,20.15
-111.975978_40.544886,centroid_462,62.53,10.88,2.15,1.3,23.14
-111.976022_40.660124,centroid_463,68.69,8.74,1.48,0.86,20.23
-111.977644_40.646834,centroid_464,68.89,9.1,1.51,0.96,19.55
-111.978806_41.179923,centroid_465,62.58,10.58,0.24,1.64,24.97
-111.979543_41.258746,centroid_466,56.75,11.47,0.25,2.18,29.36
-111.980286_41.169234,centroid_467,63.12,10.39,0.3,1.52,24.68
-111.980431_41.284824,centroid_468,56.36,12.08,0.32,2.39,28.84
-111.981298_41.04229,centroid_469,66.02,9.68,0.28,1.6,22.43
-111.981719_41.099645,centroid_470,63.79,10.75,0.35,1.71,23.39
-111.982206_40.688298,centroid_471,71.64,8.08,1.26,0.69,18.33
-111.982771_40.674941,centroid_472,71.03,8.6,1.27,0.89,18.21
-111.983151_41.326667,centroid_473,55.08,12.14,0.31,2.46,30.01
-111.983191_40.357191,centroid_474,33.13,18.02,11.64,0.86,36.35
-111.984192_40.558121,centroid_475,63.09,10.61,2.13,1.33,22.85
-111.985378_41.114437,centroid_476,62.91,10.34,0.33,1.72,24.71
-111.985541_40.628845,centroid_477,67.82,9.31,1.56,1.17,20.15
-111.98624_41.299845,centroid_478,55.13,11.6,0.28,2.38,30.62
-111.987143_41.054503,centroid_479,65.4,9.4,0.28,1.67,23.25
-111.987762_40.584366,centroid_480,65.01,9.73,1.86,1.2,22.2
-111.988183_40.486484,centroid_481,56.88,12.45,3.23,1.17,26.27
-111.989418_41.940102,centroid_482,18.47,22.27,0.13,1.54,57.59
-111.989566_41.095744,centroid_483,65.39,9.83,0.25,1.6,22.93
-111.989971_41.260981,centroid_484,56.36,11.63,0.22,2.24,29.55
-111.990743_40.700582,centroid_485,72.1,7.97,1.01,0.63,18.28
-111.992476_40.643452,centroid_486,69.86,8.84,1.32,0.97,19.0
-111.993479_40.59462,centroid_487,65.47,9.74,1.78,1.19,21.82
-111.993725_40.363105,centroid_488,32.31,18.08,10.93,0.94,37.75
-111.99379_41.081887,centroid_489,65.55,9.77,0.29,1.62,22.78
-111.994723_40.660784,centroid_490,70.66,8.52,1.18,0.93,18.71
-111.995243_40.572848,centroid_491,65.21,9.9,1.86,1.31,21.73
-111.995718_40.674288,centroid_492,70.62,8.3,1.1,0.87,19.1
-111.995826_40.616686,centroid_493,67.71,9.48,1.54,1.18,20.09
-111.996017_40.556347,centroid_494,64.21,10.29,2.1,1.34,22.06
-111.996204_40.688709,centroid_495,71.58,8.04,1.07,0.72,18.59
-111.99729_40.64703,centroid_496,70.19,8.72,1.28,1.02,18.79
-111.997813_41.188851,centroid_497,61.69,10.78,0.28,1.75,25.5
-111.998657_41.219744,centroid_498,57.77,11.43,0.23,1.83,28.75
-112.000428_41.31434,centroid_499,54.96,11.73,0.18,2.39,30.75
-112.000709_40.529665,centroid_500,61.28,10.67,2.2,1.31,24.54
-112.001492_40.541008,centroid_501,62.6,10.51,2.08,1.36,23.45
-112.001644_41.10941,centroid_502,67.6,9.37,0.34,1.56,21.13
-112.003382_41.521646,centroid_503,43.28,15.31,0.15,1.67,39.59
-112.003874_40.617978,centroid_504,68.29,9.41,1.56,1.23,19.51
-112.00425_40.70772,centroid_505,73.2,7.67,0.85,0.71,17.57
-112.004627_41.172579,centroid_506,64.59,10.66,0.21,1.6,22.93
-112.007187_40.662033,centroid_507,70.83,8.3,1.19,0.98,18.7
-112.007791_40.31239,centroid_508,30.04,18.13,11.98,0.87,38.98
-112.008483_41.516544,centroid_509,45.49,14.85,0.13,1.85,37.68
-112.008946_41.267921,centroid_510,54.91,11.79,0.26,2.1,30.93
-112.00913_40.645508,centroid_511,69.8,9.01,1.24,1.06,18.89
-112.009192_41.497793,centroid_512,44.61,15.19,0.16,1.92,38.12
-112.009729_40.483189,centroid_513,57.79,12.44,2.7,1.25,25.82
-112.010258_41.097492,centroid_514,67.49,9.5,0.22,1.52,21.27
-112.011518_40.558685,centroid_515,63.84,10.48,1.88,1.46,22.35
-112.011919_40.30206,centroid_516,29.65,18.36,11.72,0.88,39.4
-112.012235_40.493281,centroid_517,58.14,12.44,2.51,1.32,25.6
-112.012244_40.616436,centroid_518,68.67,9.29,1.41,1.33,19.3
-112.012293_40.678312,centroid_519,71.56,8.13,1.08,0.91,18.32
-112.013095_40.593192,centroid_520,66.86,9.93,1.71,1.38,20.11
-112.013694_41.081241,centroid_521,67.85,8.96,0.23,1.5,21.46
-112.013799_40.502771,centroid_522,59.42,11.9,2.48,1.14,25.05
-112.013847_40.514439,centroid_523,60.2,11.34,2.16,1.58,24.73
-112.013886_40.700084,centroid_524,72.37,7.78,0.9,0.75,18.21
-112.013913_40.68891,centroid_525,71.24,8.02,1.0,0.78,18.96
-112.015179_41.41467,centroid_526,53.2,11.78,0.19,2.24,32.59
-112.015221_40.634595,centroid_527,69.04,8.91,1.28,1.26,19.51
-112.015384_40.672285,centroid_528,72.12,8.12,0.95,0.93,17.88
-112.015703_40.627586,centroid_529,68.95,9.16,1.35,1.33,19.21
-112.016916_41.112229,centroid_530,67.98,9.31,0.31,1.46,20.93
-112.01748_40.360281,centroid_531,31.78,19.07,9.93,1.13,38.08
-112.017792_40.658171,centroid_532,70.39,8.41,1.07,1.0,19.13
-112.019615_40.603192,centroid_533,67.57,9.59,1.44,1.45,19.95
-112.019787_40.646025,centroid_534,69.58,8.48,1.16,1.06,19.72
-112.020384_41.076257,centroid_535,69.66,8.64,0.21,1.39,20.1
-112.023359_40.527993,centroid_536,60.48,11.38,2.02,1.48,24.64
-112.023602_41.521734,centroid_537,44.9,14.39,0.13,1.94,38.64
-112.024698_41.495513,centroid_538,44.85,14.71,0.13,2.03,38.29
-112.028804_40.565908,centroid_539,64.42,10.78,1.8,1.55,21.45
-112.030471_41.18391,centroid_540,64.26,10.58,0.29,1.59,23.28
-112.030958_41.081032,centroid_541,70.55,8.57,0.25,1.36,19.26
-112.031147_41.466594,centroid_542,51.11,13.02,0.2,1.98,33.7
-112.031495_41.140322,centroid_543,66.84,9.33,0.21,1.5,22.12
-112.032504_40.501352,centroid_544,58.46,12.16,2.34,1.31,25.74
-112.032898_40.64508,centroid_545,70.48,8.95,1.12,1.22,18.24
-112.033318_41.169763,centroid_546,65.72,10.07,0.23,1.49,22.48
-112.033448_41.093148,centroid_547,69.66,8.58,0.23,1.32,20.21
-112.034503_41.118399,centroid_548,69.5,8.8,0.2,1.44,20.06
-112.034807_40.628157,centroid_549,69.49,9.08,1.17,1.51,18.76
-112.035582_40.667654,centroid_550,70.95,8.59,1.02,1.03,18.4
-112.036508_40.68917,centroid_551,72.45,8.07,1.0,1.0,17.48
-112.037258_40.678028,centroid_552,71.73,8.35,1.0,0.99,17.93
-112.037353_41.072467,centroid_553,71.7,8.11,0.22,1.26,18.7
-112.038548_40.634744,centroid_554,69.25,8.96,1.07,1.58,19.14
-112.041071_41.31379,centroid_555,55.24,11.73,0.18,2.19,30.66
-112.043027_41.190524,centroid_556,64.94,10.01,0.18,1.58,23.29
-112.043257_40.61559,centroid_557,67.52,9.92,1.22,1.85,19.5
-112.043544_40.48659,centroid_558,54.88,12.77,3.03,1.53,27.79
-112.044004_41.224744,centroid_559,61.38,10.49,0.2,1.56,26.37
-112.04462_41.157065,centroid_560,65.55,10.07,0.22,1.42,22.73
-112.04464_40.416998,centroid_561,45.9,15.45,5.82,1.2,31.62
-112.044962_40.600452,centroid_562,66.05,10.45,1.34,1.94,20.23
-112.045491_41.132929,centroid_563,68.88,8.99,0.19,1.36,20.57
-112.045816_40.708437,centroid_564,72.78,7.21,0.5,0.92,18.59
-112.046692_40.700374,centroid_565,73.32,7.61,0.6,1.04,17.43
-112.046806_41.146064,centroid_566,67.36,9.26,0.21,1.38,21.8
-112.049536_41.16899,centroid_567,65.46,9.69,0.24,1.47,23.14
-112.053406_40.688611,centroid_568,71.94,7.88,0.75,1.16,18.27
-112.054229_41.117017,centroid_569,72.3,8.0,0.19,1.19,18.33
-112.054838_41.096721,centroid_570,73.48,7.46,0.12,1.15,17.79
-112.056705_41.075043,centroid_571,73.81,7.42,0.22,1.14,17.41
-112.057071_41.297894,centroid_572,58.64,10.94,0.17,1.86,28.39
-112.059323_41.084175,centroid_573,74.31,7.28,0.15,1.08,17.18
-112.060049_41.169206,centroid_574,66.09,9.89,0.2,1.5,22.32
-112.061717_41.261283,centroid_575,62.28,10.02,0.12,1.64,25.95
-112.062091_40.612222,centroid_576,67.28,10.15,1.15,2.13,19.28
-112.063742_41.070749,centroid_577,74.79,7.24,0.14,1.1,16.73
-112.06381_40.509627,centroid_578,54.58,13.14,2.06,1.29,28.94
-112.066518_41.183627,centroid_579,67.13,9.66,0.16,1.44,21.61
-112.07398_41.145399,centroid_580,72.65,7.76,0.19,1.14,18.26
-112.074928_41.158589,centroid_581,71.51,8.09,0.13,1.17,19.09
-112.075156_41.169796,centroid_582,69.77,8.85,0.25,1.29,19.85
-112.076139_40.690921,centroid_583,72.26,7.72,0.47,1.35,18.2
-112.077923_40.708853,centroid_584,73.07,7.37,0.39,1.02,18.16
-112.078284_41.202736,centroid_585,65.83,9.77,0.17,1.38,22.85
-112.078782_41.110175,centroid_586,76.61,6.54,0.15,0.97,15.72
-112.078848_40.700035,centroid_587,73.55,7.58,0.41,1.24,17.22
-112.086272_41.136578,centroid_588,75.77,6.95,0.15,1.0,16.13
-112.092658_41.171545,centroid_589,72.82,7.71,0.11,1.09,18.27
-112.098484_40.696911,centroid_590,72.85,7.61,0.39,1.48,17.67
-112.101679_40.709435,centroid_591,73.33,7.3,0.28,1.19,17.9
-112.1043_41.103239,centroid_592,79.49,5.75,0.09,0.77,13.9
-112.107403_41.287287,centroid_593,68.12,8.96,0.11,1.3,21.52
-112.123063_41.734328,centroid_594,21.74,21.17,0.08,1.27,55.73
-112.124018_41.174112,centroid_595,80.52,5.49,0.07,0.78,13.14
-112.155021_41.709816,centroid_596,20.25,21.28,0.11,1.46,56.89
-112.167066_41.621077,centroid_597,27.53,19.05,0.09,1.5,51.83
-112.181054_41.710585,centroid_598,21.41,21.43,0.08,1.71,55.36
-112.267332_40.622361,centroid_599,72.36,7.33,0.2,1.04,19.08
-112.278959_40.546065,centroid_600,73.88,6.63,0.24,1.16,18.09
-112.28466_40.556315,centroid_601,75.45,6.43,0.2,1.07,16.85
-112.286172_40.536135,centroid_602,73.36,7.07,0.26,1.32,17.99
-112.286607_40.526169,centroid_603,71.96,7.61,0.22,1.41,18.8
-112.289386_40.545078,centroid_604,74.71,6.52,0.21,1.22,17.35
-112.303612_40.627414,centroid_605,75.41,6.66,0.11,1.08,16.75
-112.307294_40.523776,centroid_606,73.53,7.02,0.28,1.46,17.71
-112.307624_40.54359,centroid_607,75.32,6.47,0.22,1.32,16.67
-112.308397_40.639212,centroid_608,76.65,6.69,0.09,1.07,15.5
-112.320972_40.516891,centroid_609,74.05,6.53,0.22,1.3,17.89
-112.332731_40.572103,centroid_610,77.56,5.72,0.05,1.05,15.62
-112.371582_40.420927,centroid_611,71.07,6.21,0.18,1.37,21.17
-112.406054_40.607924,centroid_612,77.6,5.61,0.01,1.14,15.65
-112.425961_41.80798,centroid_613,17.62,27.73,0.06,1.16,53.43
-112.460734_40.594616,centroid_614,79.41,5.04,0.01,0.95,14.6
-112.500689_40.850611,centroid_615,78.41,6.94,0.01,0.47,14.17
-113.660482_40.562716,centroid_616,0.1,1.68,0.0,0.0,98.21
