centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.594259_40.169936,centroid_31,29.61,23.6,0.88,0.78,45.13
-111.600062_40.162271,centroid_32,28.57,24.15,0.76,0.75,45.77
-111.602842_40.150459,centroid_33,28.43,24.31,0.65,0.73,45.89
-111.604913_40.177464,centroid_34,28.68,23.76,0.79,0.78,45.98
-111.608735_40.089857,centroid_35,29.8,24.51,0.37,0.76,44.56
-111.61045_40.126741,centroid_36,29.61,23.91,0.44,0.68,45.36
-111.614768_40.171519,centroid_37,28.42,23.76,0.75,0.77,46.3
-111.618345_40.106963,centroid_38,29.34,24.68,0.41,0.75,44.81
-111.623879_40.092185,centroid_39,29.53,24.09,0.37,0.81,45.2
-111.628876_40.159185,centroid_40,28.07,23.53,0.76,0.7,46.93
-111.62903_40.214505,centroid_41,28.3,24.57,1.11,0.79,45.22
-111.629498_40.123103,centroid_42,29.63,24.33,0.58,0.72,44.74
-111.632447_40.106182,centroid_43,30.43,24.42,0.52,0.75,43.89
-111.634914_40.233733,centroid_44,27.26,24.16,1.53,0.78,46.26
-111.635536_40.253363,centroid_45,26.11,24.9,2.57,0.8,45.62
-111.636945_40.2272,centroid_46,28.02,23.48,1.38,0.82,46.3
-111.638428_40.240275,centroid_47,26.24,23.34,1.96,0.79,47.67
-111.638558_40.096336,centroid_48,31.69,23.43,0.37,0.73,43.78
-111.640686_40.258373,centroid_49,25.99,23.63,2.68,0.86,46.84
-111.64194_40.218808,centroid_50,28.15,23.32,1.18,0.78,46.56
-111.646087_40.11793,centroid_51,31.16,22.64,0.74,0.72,44.74
-111.646814_40.276497,centroid_52,25.49,23.45,2.68,0.78,47.6
-111.64752_40.29044,centroid_53,25.16,24.33,2.99,0.82,46.7
-111.64757_40.110315,centroid_54,32.35,22.8,0.66,0.68,43.52
-111.64853_40.2644,centroid_55,26.09,23.26,2.6,0.78,47.26
-111.648661_40.251416,centroid_56,26.51,24.27,2.64,0.78,45.81
-111.649372_40.230038,centroid_57,28.1,22.85,1.58,0.72,46.74
-111.650703_40.240069,centroid_58,27.72,23.24,2.36,0.75,45.94
-111.650786_40.236052,centroid_59,27.71,22.08,1.8,0.76,47.65
-111.650822_40.243418,centroid_60,26.83,23.22,2.48,0.83,46.64
-111.65995_40.25576,centroid_61,27.0,22.89,2.48,0.78,46.85
-111.660551_40.232836,centroid_62,28.32,23.07,2.11,0.75,45.75
-111.66172_40.114122,centroid_63,33.29,22.92,0.87,0.69,42.24
-111.662169_40.242473,centroid_64,28.33,22.92,2.25,0.76,45.74
-111.662305_40.280341,centroid_65,25.6,22.46,2.73,0.78,48.43
-111.662739_40.083359,centroid_66,33.66,23.11,0.38,0.75,42.1
-111.66314_40.048822,centroid_67,33.56,22.61,0.42,0.65,42.75
-111.666038_40.25546,centroid_68,27.89,22.56,2.28,0.77,46.5
-111.667578_40.222519,centroid_69,28.58,23.15,1.87,0.71,45.69
-111.667748_40.104488,centroid_70,33.65,23.17,0.85,0.71,41.62
-111.66852_40.0218,centroid_71,31.23,25.62,0.53,0.62,41.99
-111.669581_40.31791,centroid_72,25.65,23.07,4.02,0.77,46.49
-111.670525_40.229905,centroid_73,28.15,22.61,2.1,0.75,46.38
-111.670583_40.241261,centroid_74,28.09,22.59,2.08,0.83,46.41
-111.672308_40.260179,centroid_75,28.07,22.28,2.56,0.82,46.27
-111.675307_40.307781,centroid_76,26.18,22.88,3.89,0.86,46.18
-111.675375_40.216548,centroid_77,29.37,22.57,1.8,0.75,45.52
-111.67667_40.301024,centroid_78,27.28,21.88,3.69,0.79,46.36
-111.677531_40.272456,centroid_79,27.41,22.6,2.8,0.77,46.42
-111.678764_40.248673,centroid_80,28.46,22.95,2.35,0.7,45.54
-111.679132_40.28629,centroid_81,27.37,23.05,3.26,0.8,45.52
-111.679405_40.239153,centroid_82,27.9,21.96,1.91,0.79,47.42
-111.680296_40.293406,centroid_83,27.55,22.33,3.68,0.82,45.63
-111.680631_41.034586,centroid_84,53.18,16.12,2.03,2.14,26.54
-111.680815_40.04626,centroid_85,32.2,23.98,0.45,0.71,42.66
-111.683992_40.330432,centroid_86,26.66,22.43,4.61,0.77,45.53
-111.688027_40.253105,centroid_87,28.9,21.79,2.46,0.76,46.09
-111.688126_40.26641,centroid_88,27.71,21.74,3.04,0.75,46.76
-111.690637_40.315477,centroid_89,28.15,22.0,4.39,0.8,44.67
-111.690945_40.341445,centroid_90,26.75,21.96,4.88,0.77,45.64
-111.691222_40.229559,centroid_91,29.47,21.84,1.95,0.78,45.95
-111.692342_40.305926,centroid_92,28.9,21.85,4.2,0.81,44.25
-111.692399_40.281249,centroid_93,29.25,21.69,3.69,0.77,44.6
-111.694003_40.137893,centroid_94,35.63,21.95,1.01,0.73,40.68
-111.696181_40.323257,centroid_95,27.67,21.98,4.38,0.74,45.23
-111.699522_40.29005,centroid_96,29.88,21.38,3.87,0.77,44.09
-111.700685_40.237922,centroid_97,30.55,21.48,2.23,0.78,44.96
-111.700895_40.330228,centroid_98,27.2,22.06,4.71,0.75,45.28
-111.703961_40.267811,centroid_99,30.35,20.81,3.29,0.78,44.77
-111.704086_40.278152,centroid_100,30.73,21.78,3.84,0.75,42.9
-111.705269_40.300141,centroid_101,29.38,22.1,4.49,0.81,43.22
-111.707002_40.356894,centroid_102,27.88,21.68,5.22,0.74,44.48
-111.707774_40.249038,centroid_103,32.57,20.8,3.07,0.75,42.81
-111.710463_40.344773,centroid_104,27.31,22.27,5.28,0.76,44.38
-111.712872_40.307984,centroid_105,30.09,21.87,4.85,0.81,42.38
-111.713951_40.325992,centroid_106,29.0,20.97,4.95,0.8,44.28
-111.715583_40.369104,centroid_107,29.67,21.69,5.69,0.77,42.18
-111.716827_40.286662,centroid_108,31.57,21.05,4.41,0.78,42.2
-111.716853_40.038209,centroid_109,30.54,23.88,0.75,0.69,44.15
-111.716874_40.293379,centroid_110,30.35,21.1,4.33,0.75,43.46
-111.718073_40.31855,centroid_111,29.32,21.45,4.76,0.75,43.72
-111.720009_40.301039,centroid_112,30.68,20.51,4.56,0.75,43.49
-111.721079_40.216928,centroid_113,36.63,20.67,2.38,0.82,39.5
-111.722361_40.273057,centroid_114,32.64,20.5,4.13,0.73,42.0
-111.725362_40.356218,centroid_115,28.77,21.25,5.42,0.78,43.78
-111.727036_40.048777,centroid_116,31.5,23.03,0.9,0.63,43.93
-111.728061_40.280467,centroid_117,33.35,20.48,4.37,0.74,41.06
-111.729658_40.367083,centroid_118,29.43,21.26,5.55,0.78,42.97
-111.730211_40.031261,centroid_119,30.85,24.13,1.14,0.64,43.24
-111.733955_40.340267,centroid_120,30.44,20.92,5.49,0.73,42.42
-111.737492_40.300907,centroid_121,31.9,20.06,5.07,0.74,42.23
-111.738181_41.040237,centroid_122,59.56,12.92,1.51,2.15,23.86
-111.740352_40.381469,centroid_123,31.92,20.65,6.02,0.75,40.66
-111.740466_40.017394,centroid_124,27.4,23.27,1.16,0.65,47.53
-111.743288_40.032656,centroid_125,28.84,24.01,1.29,0.7,45.15
-111.744123_40.285687,centroid_126,34.13,19.93,4.87,0.75,40.31
-111.744399_40.593159,centroid_127,38.51,36.52,6.58,0.41,17.97
-111.749055_41.125046,centroid_128,53.33,15.26,0.92,3.22,27.27
-111.75038_40.303888,centroid_129,33.02,19.64,5.23,0.72,41.38
-111.751071_40.360975,centroid_130,32.07,20.92,5.8,0.78,40.43
-111.751631_40.402618,centroid_131,32.95,19.59,6.34,0.75,40.37
-111.755119_40.37103,centroid_132,32.2,20.17,5.99,0.72,40.92
-111.758195_40.383894,centroid_133,33.99,19.7,6.32,0.71,39.29
-111.75884_40.421882,centroid_134,35.46,18.69,6.86,0.71,38.27
-111.760547_40.052672,centroid_135,30.7,21.58,1.27,0.66,45.8
-111.761646_40.399297,centroid_136,35.23,19.18,6.5,0.69,38.4
-111.76706_40.445054,centroid_137,37.03,18.0,6.96,0.74,37.27
-111.767634_40.363462,centroid_138,33.14,19.69,6.62,0.74,39.82
-111.770417_40.46392,centroid_139,37.98,17.54,7.28,0.68,36.52
-111.770737_40.73081,centroid_140,64.88,11.66,4.59,0.8,18.06
-111.773142_39.968359,centroid_141,27.55,22.24,0.85,0.66,48.7
-111.780287_41.669812,centroid_142,34.72,18.67,0.51,2.88,43.22
-111.7804_40.378335,centroid_143,34.18,19.67,7.07,0.72,38.36
-111.784488_40.390123,centroid_144,34.23,18.36,6.9,0.73,39.78
-111.786278_39.970777,centroid_145,27.66,21.89,0.6,0.68,49.16
-111.787217_39.984341,centroid_146,28.28,21.09,0.86,0.58,49.18
-111.789625_40.369928,centroid_147,34.23,19.32,6.96,0.7,38.79
-111.790522_40.421003,centroid_148,39.67,18.03,7.23,0.74,34.32
-111.79156_40.60039,centroid_149,57.66,13.29,8.03,0.65,20.37
-111.792477_40.674211,centroid_150,64.23,11.15,4.94,0.7,18.97
-111.793161_40.447365,centroid_151,41.88,16.69,7.22,0.69,33.52
-111.794628_41.782695,centroid_152,28.15,20.65,0.24,2.35,48.61
-111.79482_41.308173,centroid_153,53.3,15.11,0.42,2.88,28.29
-111.797104_41.75237,centroid_154,29.1,21.49,0.26,1.98,47.17
-111.801658_40.599156,centroid_155,59.25,12.52,7.15,0.64,20.45
-111.804059_40.615886,centroid_156,60.35,12.22,6.69,0.65,20.09
-111.807543_40.385992,centroid_157,35.75,18.24,7.37,0.7,37.94
-111.807684_40.395088,centroid_158,35.89,18.43,7.47,0.73,37.48
-111.809458_40.402597,centroid_159,36.09,18.33,7.38,0.77,37.43
-111.809883_41.746672,centroid_160,30.16,21.04,0.23,1.9,46.67
-111.809951_41.727347,centroid_161,31.97,20.8,0.23,1.87,45.14
-111.81092_40.693486,centroid_162,66.88,9.87,2.8,0.9,19.55
-111.811418_40.681534,centroid_163,66.56,9.67,2.79,0.93,20.05
-111.812698_40.705096,centroid_164,66.81,9.66,2.88,0.94,19.71
-111.812843_40.738205,centroid_165,67.57,9.81,2.84,0.82,18.96
-111.814136_40.668241,centroid_166,65.98,10.26,3.52,0.76,19.48
-111.815852_40.425107,centroid_167,41.95,16.73,7.42,0.69,33.21
-111.815956_41.688693,centroid_168,32.22,20.67,0.28,2.03,44.8
-111.817619_40.414016,centroid_169,39.79,17.86,7.78,0.7,33.87
-111.818116_41.792341,centroid_170,27.89,22.45,0.28,2.06,47.32
-111.818358_40.725601,centroid_171,67.78,9.52,2.45,0.85,19.4
-111.818717_40.457745,centroid_172,48.7,14.44,7.47,0.61,28.79
-111.818751_41.747656,centroid_173,30.24,21.7,0.24,2.03,45.79
-111.818861_40.583571,centroid_174,59.54,12.48,5.86,0.69,21.43
-111.819036_40.550046,centroid_175,54.74,13.7,7.24,0.73,23.59
-111.81914_40.389094,centroid_176,36.76,17.77,7.7,0.67,37.1
-111.819413_40.628684,centroid_177,62.83,11.47,5.22,0.73,19.75
-111.819544_41.833667,centroid_178,26.47,22.04,0.21,1.86,49.43
-111.820542_41.753457,centroid_179,30.51,21.31,0.26,1.98,45.93
-111.820548_41.709977,centroid_180,32.19,20.17,0.25,1.83,45.54
-111.821178_40.598865,centroid_181,61.11,12.15,5.32,0.77,20.64
-111.821453_41.940066,centroid_182,23.49,22.81,0.15,1.89,51.66
-111.822335_41.768353,centroid_183,28.56,21.17,0.2,1.84,48.24
-111.822358_40.647882,centroid_184,64.62,10.91,4.18,0.77,19.52
-111.822423_40.608806,centroid_185,61.46,11.82,4.98,0.81,20.93
-111.822675_41.731046,centroid_186,30.84,20.85,0.26,1.97,46.09
-111.822761_40.72054,centroid_187,68.36,9.65,2.34,0.86,18.79
-111.82303_40.590995,centroid_188,60.82,11.55,5.17,0.76,21.7
-111.824953_41.739378,centroid_189,31.11,21.76,0.23,1.93,44.98
-111.824977_40.368113,centroid_190,38.51,17.6,7.52,0.66,35.7
-111.825164_40.574221,centroid_191,59.9,12.2,5.32,0.71,21.87
-111.825315_40.618717,centroid_192,62.45,11.36,4.54,0.76,20.89
-111.827578_40.565723,centroid_193,58.55,12.2,5.54,0.71,23.0
-111.83104_41.630386,centroid_194,33.77,21.21,0.23,2.14,42.65
-111.831768_40.76318,centroid_195,69.19,9.67,2.78,0.7,17.65
-111.831813_40.693661,centroid_196,67.37,9.28,2.19,0.79,20.36
-111.832737_40.737207,centroid_197,68.45,9.43,2.27,0.81,19.04
-111.833836_40.729518,centroid_198,68.77,9.3,2.19,0.78,18.97
-111.834129_40.680721,centroid_199,67.81,9.45,2.26,0.81,19.68
-111.834551_40.405548,centroid_200,39.13,17.68,8.18,0.7,34.32
-111.834821_41.571693,centroid_201,34.77,21.29,0.4,2.5,41.03
-111.834867_40.534818,centroid_202,54.37,13.37,7.3,0.67,24.28
-111.835416_40.668251,centroid_203,66.36,9.47,2.31,0.78,21.08
-111.836125_40.745913,centroid_204,68.84,9.49,2.56,0.69,18.43
-111.83622_40.705081,centroid_205,68.14,9.02,2.04,0.75,20.05
-111.836308_40.752159,centroid_206,68.73,9.45,2.54,0.74,18.54
-111.840653_40.425278,centroid_207,45.25,15.47,8.07,0.63,30.58
-111.841414_40.598136,centroid_208,61.74,10.95,3.61,0.79,22.91
-111.84258_41.724841,centroid_209,31.59,20.77,0.21,1.88,45.56
-111.842757_41.742672,centroid_210,29.26,21.25,0.19,1.81,47.48
-111.842942_41.839116,centroid_211,26.94,21.82,0.18,1.82,49.24
-111.843074_40.502221,centroid_212,51.5,15.1,8.93,0.59,23.88
-111.843206_41.758231,centroid_213,29.2,21.1,0.16,1.88,47.66
-111.84356_40.547135,centroid_214,58.98,11.64,4.91,0.79,23.68
-111.8435_40.66169,centroid_215,67.15,9.57,2.22,0.78,20.29
-111.844289_40.587869,centroid_216,61.89,11.28,3.89,0.79,22.14
-111.844394_40.620095,centroid_217,64.61,10.39,3.27,0.76,20.97
-111.844503_40.64516,centroid_218,65.25,9.87,2.66,0.83,21.38
-111.844773_40.571257,centroid_219,60.58,11.41,4.35,0.77,22.89
-111.845813_40.635795,centroid_220,65.26,10.11,2.89,0.82,20.92
-111.846344_39.973192,centroid_221,23.37,21.43,1.57,0.67,52.96
-111.847221_40.715345,centroid_222,68.68,9.04,1.88,0.81,19.59
-111.847278_40.874379,centroid_223,72.72,8.43,1.5,1.13,16.23
-111.847386_40.628148,centroid_224,64.49,10.29,2.91,0.79,21.54
-111.847776_40.729553,centroid_225,69.44,9.1,2.0,0.79,18.67
-111.847802_40.608397,centroid_226,63.15,10.54,3.3,0.77,22.24
-111.847845_40.746043,centroid_227,68.94,9.09,1.97,0.77,19.23
-111.848384_40.73777,centroid_228,68.71,9.04,1.91,0.74,19.59
-111.848461_40.692693,centroid_229,68.44,9.18,1.94,0.79,19.65
-111.848521_40.654587,centroid_230,66.34,9.76,2.51,0.76,20.63
-111.849339_40.679694,centroid_231,67.17,9.26,2.01,0.8,20.76
-111.850591_40.407356,centroid_232,42.49,16.62,8.52,0.69,31.69
-111.851178_40.385298,centroid_233,41.56,16.53,8.22,0.68,33.01
-111.852251_40.722852,centroid_234,69.21,9.07,1.78,0.79,19.14
-111.852338_41.678225,centroid_235,33.62,20.43,0.19,1.95,43.81
-111.852681_40.709441,centroid_236,68.74,8.91,1.83,0.79,19.72
-111.852811_41.296207,centroid_237,54.23,13.85,0.37,2.68,28.87
-111.854272_41.721677,centroid_238,31.02,20.41,0.22,1.83,46.53
-111.857382_40.764701,centroid_239,69.85,9.0,1.9,0.83,18.43
-111.857441_40.756731,centroid_240,69.8,8.92,1.86,0.81,18.62
-111.857552_40.781281,centroid_241,70.57,9.19,1.91,0.87,17.45
-111.858454_40.399603,centroid_242,42.83,16.24,8.42,0.65,31.86
-111.858486_40.371842,centroid_243,44.11,15.07,8.16,0.65,32.01
-111.858701_40.423438,centroid_244,47.96,14.8,8.89,0.63,27.71
-111.859304_40.657416,centroid_245,66.31,9.33,2.16,0.81,21.39
-111.859405_40.641452,centroid_246,65.35,9.88,2.6,0.79,21.38
-111.861182_40.536773,centroid_247,58.72,11.51,4.64,0.84,24.29
-111.861626_40.572519,centroid_248,62.39,10.83,3.53,0.85,22.4
-111.861722_40.729313,centroid_249,69.56,8.81,1.74,0.79,19.1
-111.86177_40.877164,centroid_250,73.59,8.44,1.33,1.34,15.3
-111.86226_40.737444,centroid_251,70.24,8.8,1.66,0.8,18.5
-111.862514_40.669789,centroid_252,67.63,9.28,1.87,0.85,20.37
-111.862619_40.602573,centroid_253,63.85,10.33,3.12,0.86,21.84
-111.862851_40.865278,centroid_254,73.15,8.23,1.2,1.3,16.12
-111.862856_40.745607,centroid_255,70.49,8.68,1.67,0.83,18.33
-111.86297_40.551209,centroid_256,60.48,11.3,4.08,0.84,23.3
-111.863208_40.77244,centroid_257,70.02,9.04,2.01,0.84,18.08
-111.863557_40.681382,centroid_258,68.1,8.9,1.89,0.86,20.24
-111.863717_40.692769,centroid_259,68.4,8.89,1.77,0.78,20.17
-111.863983_40.894304,centroid_260,71.07,9.12,1.32,1.5,16.99
-111.864303_40.704178,centroid_261,68.44,8.84,1.69,0.81,20.22
-111.864406_40.588712,centroid_262,63.12,10.68,3.36,0.82,22.02
-111.864857_40.615566,centroid_263,63.72,10.42,2.92,0.87,22.07
-111.865394_40.492158,centroid_264,52.56,13.67,9.1,0.55,24.13
-111.865449_40.625868,centroid_265,64.37,10.03,2.79,0.9,21.91
-111.866206_41.635103,centroid_266,33.55,19.95,0.14,2.0,44.36
-111.866862_40.755854,centroid_267,70.71,8.66,1.76,0.77,18.1
-111.866996_40.765141,centroid_268,70.19,8.71,1.72,0.8,18.58
-111.868916_40.915806,centroid_269,70.3,9.52,1.27,1.64,17.27
-111.870361_40.504081,centroid_270,53.64,13.69,8.33,0.73,23.61
-111.871449_40.717463,centroid_271,69.56,8.71,1.58,0.75,19.41
-111.872719_40.562795,centroid_272,60.55,10.97,3.44,0.89,24.16
-111.873091_40.426072,centroid_273,48.87,14.36,9.12,0.67,26.98
-111.873714_40.779573,centroid_274,71.77,8.46,1.62,0.88,17.27
-111.874022_40.655416,centroid_275,67.58,9.57,1.89,0.91,20.04
-111.874406_40.676796,centroid_276,67.87,8.96,1.78,0.84,20.56
-111.875063_40.37769,centroid_277,48.32,14.14,8.38,0.62,28.54
-111.875311_40.772914,centroid_278,72.03,8.15,1.58,0.85,17.39
-111.875367_40.636096,centroid_279,64.81,10.0,2.42,0.79,21.99
-111.875672_40.513778,centroid_280,56.99,12.26,6.6,0.76,23.39
-111.875781_40.754422,centroid_281,70.33,8.63,1.51,0.8,18.73
-111.875818_40.764404,centroid_282,72.07,8.17,1.6,0.83,17.33
-111.876157_41.714552,centroid_283,31.12,20.13,0.15,1.76,46.84
-111.877445_40.669124,centroid_284,67.96,9.1,1.82,0.89,20.24
-111.877468_40.70068,centroid_285,69.03,8.76,1.63,0.79,19.78
-111.879471_40.73788,centroid_286,70.67,8.47,1.72,0.77,18.37
-111.87952_40.575392,centroid_287,61.48,10.8,3.2,0.87,23.65
-111.879796_40.729599,centroid_288,71.14,8.45,1.54,0.75,18.13
-111.880198_40.625922,centroid_289,65.33,10.12,2.63,0.81,21.1
-111.880264_40.947095,centroid_290,65.74,10.29,1.0,2.09,20.89
-111.880271_40.536113,centroid_291,58.95,11.38,4.3,0.91,24.46
-111.880354_40.649455,centroid_292,65.38,9.5,2.06,0.89,22.18
-111.880422_40.58988,centroid_293,62.86,10.49,3.08,0.92,22.66
-111.880898_40.614977,centroid_294,63.78,9.97,2.9,0.93,22.42
-111.881104_40.917952,centroid_295,68.58,9.73,1.12,1.61,18.96
-111.881334_40.682113,centroid_296,69.06,8.88,1.82,0.8,19.44
-111.881354_40.549923,centroid_297,59.89,11.06,3.55,0.9,24.6
-111.881768_40.480941,centroid_298,53.15,13.51,9.29,0.63,23.41
-111.881785_40.444442,centroid_299,52.34,13.7,9.41,0.63,23.92
-111.88196_40.764527,centroid_300,70.28,8.31,1.4,0.82,19.18
-111.882175_40.745419,centroid_301,70.68,8.34,1.51,0.77,18.71
-111.882194_40.395414,centroid_302,49.16,14.2,8.71,0.66,27.27
-111.882269_40.694385,centroid_303,68.99,8.74,1.71,0.79,19.76
-111.882317_40.900031,centroid_304,70.0,9.14,1.14,1.3,18.41
-111.88253_40.715604,centroid_305,68.9,8.67,1.63,0.83,19.98
-111.882661_40.889559,centroid_306,71.52,8.64,1.06,1.17,17.6
-111.882759_40.754432,centroid_307,70.73,8.41,1.44,0.8,18.63
-111.882872_40.847279,centroid_308,74.53,7.89,1.12,1.18,15.28
-111.883523_40.60328,centroid_309,63.21,10.51,2.85,0.89,22.54
-111.883623_40.293274,centroid_310,49.12,13.61,7.52,0.65,29.1
-111.883824_40.876949,centroid_311,73.91,7.88,1.01,1.11,16.09
-111.883872_40.77208,centroid_312,71.95,8.12,1.49,0.79,17.66
-111.884464_40.976161,centroid_313,67.17,9.5,0.7,2.33,20.3
-111.884545_40.862897,centroid_314,74.96,7.51,1.01,1.11,15.4
-111.885089_40.792854,centroid_315,74.32,7.77,1.38,0.87,15.66
-111.886449_40.511462,centroid_316,56.77,12.38,6.76,0.73,23.36
-111.891352_40.929521,centroid_317,65.03,10.19,0.87,1.71,22.21
-111.892787_40.773742,centroid_318,72.2,8.21,1.38,0.81,17.4
-111.893005_40.414866,centroid_319,49.18,14.23,9.94,0.59,26.05
-111.893719_40.689976,centroid_320,69.02,8.95,1.77,0.8,19.46
-111.894162_40.67293,centroid_321,68.01,9.2,1.66,0.84,20.3
-111.894345_40.63967,centroid_322,65.63,9.8,1.95,0.95,21.68
-111.894446_40.759154,centroid_323,72.27,7.97,1.42,0.75,17.59
-111.894572_40.738365,centroid_324,71.71,8.18,1.46,0.73,17.92
-111.895844_40.780716,centroid_325,73.65,7.98,1.27,0.76,16.34
-111.895943_40.618485,centroid_326,63.95,10.21,2.53,0.87,22.44
-111.896706_40.598219,centroid_327,62.82,10.26,2.84,0.93,23.15
-111.897019_40.835373,centroid_328,76.16,7.12,0.9,0.98,14.85
-111.898457_40.431784,centroid_329,50.92,13.87,9.76,0.68,24.77
-111.898477_41.004626,centroid_330,64.41,10.34,0.46,2.45,22.34
-111.898566_40.848982,centroid_331,76.97,6.58,0.8,0.81,14.84
-111.898917_40.712146,centroid_332,70.33,8.38,1.54,0.78,18.97
-111.900611_40.763008,centroid_333,73.15,8.0,1.32,0.75,16.78
-111.901059_40.577081,centroid_334,62.12,10.86,2.92,0.98,23.13
-111.901096_40.381123,centroid_335,49.25,13.83,9.26,0.59,27.07
-111.90145_40.313771,centroid_336,49.91,13.0,8.0,0.65,28.43
-111.903059_40.494693,centroid_337,55.66,12.59,6.81,0.69,24.25
-111.903409_40.874213,centroid_338,75.46,7.08,0.81,0.88,15.77
-111.90514_41.046788,centroid_339,63.47,10.87,0.44,2.59,22.62
-111.905287_40.777647,centroid_340,73.8,7.47,1.2,0.77,16.76
-111.905345_40.512322,centroid_341,56.66,11.85,5.9,0.81,24.79
-111.90667_40.768582,centroid_342,73.99,7.45,1.27,0.7,16.59
-111.908197_40.548717,centroid_343,59.58,11.08,2.97,1.02,25.35
-111.909774_40.60506,centroid_344,63.47,10.55,2.66,0.88,22.44
-111.91017_40.344548,centroid_345,47.35,13.69,9.15,0.68,29.14
-111.910584_40.640952,centroid_346,65.88,9.88,1.9,1.02,21.32
-111.911927_40.404989,centroid_347,49.24,14.0,9.78,0.61,26.37
-111.912153_40.657018,centroid_348,66.4,9.51,1.9,0.98,21.21
-111.913802_40.69076,centroid_349,69.45,8.81,1.61,0.75,19.38
-111.91454_40.617895,centroid_350,63.65,10.32,2.4,0.9,22.72
-111.917798_40.669424,centroid_351,68.13,9.08,1.67,0.89,20.22
-111.917933_40.759681,centroid_352,72.74,7.57,1.25,0.75,17.69
-111.918759_40.997252,centroid_353,59.69,11.13,0.39,2.4,26.39
-111.919045_40.377528,centroid_354,48.43,13.85,9.51,0.56,27.65
-111.919316_40.979235,centroid_355,61.84,10.08,0.38,1.96,25.74
-111.919332_40.871186,centroid_356,77.65,6.37,0.6,0.81,14.58
-111.919482_41.118309,centroid_357,60.7,10.86,0.38,1.87,26.19
-111.921111_40.678954,centroid_358,68.13,9.01,1.7,0.81,20.35
-111.921231_40.88004,centroid_359,76.74,6.45,0.53,0.95,15.33
-111.922588_40.558313,centroid_360,60.5,11.19,2.85,1.04,24.42
-111.92275_40.786583,centroid_361,75.11,7.24,0.91,0.83,15.91
-111.923191_40.47861,centroid_362,55.36,12.69,6.59,0.86,24.5
-111.924105_40.777249,centroid_363,75.26,7.25,0.97,0.84,15.68
-111.924804_40.335698,centroid_364,45.41,14.11,9.37,0.66,30.46
-111.925071_41.155453,centroid_365,61.63,11.14,0.42,2.49,24.32
-111.925578_40.604733,centroid_366,63.75,10.59,2.45,0.89,22.32
-111.925846_41.030577,centroid_367,59.33,11.09,0.47,2.42,26.69
-111.926215_40.744741,centroid_368,71.53,8.12,1.27,0.71,18.37
-111.926241_40.851811,centroid_369,78.47,6.11,0.49,0.7,14.22
-111.927711_40.736088,centroid_370,71.0,8.58,1.41,0.67,18.34
-111.928688_40.399346,centroid_371,48.7,13.85,10.0,0.61,26.83
-111.928991_40.65544,centroid_372,66.63,9.42,1.82,0.94,21.19
-111.929727_41.081537,centroid_373,61.9,10.69,0.34,2.02,25.05
-111.929731_40.530127,centroid_374,58.88,11.34,3.44,1.07,25.28
-111.930032_41.01509,centroid_375,58.64,11.14,0.44,2.09,27.69
-111.930398_40.690919,centroid_376,68.8,8.64,1.56,0.75,20.25
