centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-112.098484_40.696911,centroid_590,73.63,7.39,0.38,1.44,17.16
-112.101679_40.709435,centroid_591,73.98,7.12,0.27,1.17,17.46
-112.1043_41.103239,centroid_592,79.52,5.74,0.09,0.77,13.88
-112.107403_41.287287,centroid_593,68.17,8.94,0.11,1.3,21.49
-112.123063_41.734328,centroid_594,21.87,21.14,0.08,1.27,55.64
-112.124018_41.174112,centroid_595,80.54,5.49,0.07,0.78,13.13
-112.155021_41.709816,centroid_596,20.36,21.25,0.11,1.46,56.82
-112.167066_41.621077,centroid_597,27.67,19.01,0.09,1.49,51.74
-112.181054_41.710585,centroid_598,21.52,21.4,0.08,1.71,55.28
-112.267332_40.622361,centroid_599,73.48,7.03,0.19,0.99,18.31
-112.278959_40.546065,centroid_600,74.37,6.51,0.24,1.13,17.75
-112.28466_40.556315,centroid_601,75.89,6.32,0.2,1.05,16.54
-112.286172_40.536135,centroid_602,73.92,6.92,0.25,1.29,17.62
-112.286607_40.526169,centroid_603,72.56,7.45,0.22,1.38,18.39
-112.289386_40.545078,centroid_604,75.24,6.38,0.2,1.19,16.98
-112.303612_40.627414,centroid_605,76.06,6.48,0.11,1.05,16.3
-112.307294_40.523776,centroid_606,74.16,6.85,0.27,1.42,17.29
-112.307624_40.54359,centroid_607,75.89,6.32,0.22,1.29,16.28
-112.308397_40.639212,centroid_608,77.46,6.46,0.09,1.03,14.97
-112.320972_40.516891,centroid_609,74.65,6.38,0.21,1.27,17.48
-112.332731_40.572103,centroid_610,78.11,5.58,0.05,1.02,15.24
-112.371582_40.420927,centroid_611,71.56,6.1,0.18,1.35,20.81
-112.406054_40.607924,centroid_612,77.9,5.53,0.01,1.12,15.44
-112.425961_41.80798,centroid_613,17.72,27.69,0.06,1.16,53.36
-112.460734_40.594616,centroid_614,79.68,4.97,0.01,0.94,14.41
-112.500689_40.850611,centroid_615,78.63,6.87,0.01,0.46,14.03
-113.660482_40.562716,centroid_616,0.1,1.68,0.0,0.0,98.21
