centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.886449_40.511462,centroid_316,57.6,12.14,6.63,0.72,22.91
-111.891352_40.929521,centroid_317,65.33,10.1,0.86,1.69,22.02
-111.892787_40.773742,centroid_318,72.47,8.13,1.37,0.8,17.23
-111.893005_40.414866,centroid_319,50.01,14.0,9.78,0.59,25.63
-111.893719_40.689976,centroid_320,69.43,8.83,1.74,0.79,19.2
-111.894162_40.67293,centroid_321,68.49,9.06,1.63,0.83,19.99
-111.894345_40.63967,centroid_322,66.26,9.62,1.91,0.93,21.28
-111.894446_40.759154,centroid_323,72.54,7.89,1.41,0.75,17.41
-111.894572_40.738365,centroid_324,71.98,8.1,1.45,0.73,17.75
-111.895844_40.780716,centroid_325,73.92,7.9,1.26,0.76,16.17
-111.895943_40.618485,centroid_326,64.63,10.02,2.48,0.85,22.01
-111.896706_40.598219,centroid_327,63.55,10.06,2.79,0.91,22.69
-111.897019_40.835373,centroid_328,76.37,7.06,0.89,0.97,14.72
-111.898457_40.431784,centroid_329,51.73,13.64,9.6,0.67,24.36
-111.898477_41.004626,centroid_330,64.79,10.23,0.46,2.42,22.1
-111.898566_40.848982,centroid_331,77.15,6.53,0.79,0.81,14.73
-111.898917_40.712146,centroid_332,70.67,8.28,1.53,0.77,18.75
-111.900611_40.763008,centroid_333,73.42,7.92,1.31,0.74,16.61
-111.901059_40.577081,centroid_334,62.93,10.62,2.86,0.96,22.63
-111.901096_40.381123,centroid_335,50.27,13.55,9.08,0.57,26.53
-111.90145_40.313771,centroid_336,51.03,12.71,7.82,0.64,27.8
-111.903059_40.494693,centroid_337,56.56,12.33,6.67,0.68,23.76
-111.903409_40.874213,centroid_338,75.63,7.03,0.8,0.88,15.66
-111.90514_41.046788,centroid_339,63.83,10.77,0.43,2.57,22.4
-111.905287_40.777647,centroid_340,74.06,7.39,1.19,0.77,16.59
-111.905345_40.512322,centroid_341,57.6,11.59,5.77,0.79,24.25
-111.90667_40.768582,centroid_342,74.24,7.38,1.25,0.69,16.43
-111.908197_40.548717,centroid_343,60.51,10.82,2.9,1.0,24.77
-111.909774_40.60506,centroid_344,64.3,10.31,2.6,0.86,21.93
-111.91017_40.344548,centroid_345,48.46,13.4,8.96,0.66,28.53
-111.910584_40.640952,centroid_346,66.61,9.67,1.86,1.0,20.86
-111.911927_40.404989,centroid_347,50.28,13.71,9.58,0.6,25.83
-111.912153_40.657018,centroid_348,67.11,9.31,1.86,0.96,20.76
-111.913802_40.69076,centroid_349,69.96,8.66,1.59,0.73,19.06
-111.91454_40.617895,centroid_350,64.51,10.08,2.35,0.87,22.19
-111.917798_40.669424,centroid_351,68.78,8.9,1.63,0.87,19.81
-111.917933_40.759681,centroid_352,73.04,7.49,1.23,0.74,17.5
-111.918759_40.997252,centroid_353,60.06,11.03,0.38,2.38,26.15
-111.919045_40.377528,centroid_354,49.61,13.53,9.3,0.54,27.02
-111.919316_40.979235,centroid_355,62.15,10.0,0.37,1.94,25.53
-111.919332_40.871186,centroid_356,77.78,6.33,0.59,0.81,14.49
-111.919482_41.118309,centroid_357,61.0,10.78,0.37,1.85,25.99
-111.921111_40.678954,centroid_358,68.75,8.84,1.67,0.8,19.95
-111.921231_40.88004,centroid_359,76.88,6.41,0.53,0.94,15.24
-111.922588_40.558313,centroid_360,61.48,10.91,2.78,1.02,23.81
-111.92275_40.786583,centroid_361,75.36,7.16,0.9,0.82,15.75
-111.923191_40.47861,centroid_362,56.39,12.4,6.44,0.84,23.94
-111.924105_40.777249,centroid_363,75.52,7.17,0.96,0.84,15.51
-111.924804_40.335698,centroid_364,46.57,13.81,9.17,0.64,29.81
-111.925071_41.155453,centroid_365,62.02,11.03,0.42,2.46,24.08
-111.925578_40.604733,centroid_366,64.72,10.31,2.39,0.86,21.73
-111.925846_41.030577,centroid_367,59.71,10.99,0.46,2.4,26.43
-111.926215_40.744741,centroid_368,71.88,8.02,1.25,0.7,18.14
-111.926241_40.851811,centroid_369,78.62,6.07,0.49,0.7,14.13
-111.927711_40.736088,centroid_370,71.37,8.47,1.39,0.66,18.1
-111.928688_40.399346,centroid_371,49.9,13.53,9.77,0.6,26.2
-111.928991_40.65544,centroid_372,67.42,9.2,1.77,0.92,20.69
-111.929727_41.081537,centroid_373,62.21,10.6,0.34,2.0,24.84
-111.929731_40.530127,centroid_374,59.95,11.05,3.35,1.04,24.62
-111.930032_41.01509,centroid_375,58.98,11.05,0.44,2.07,27.46
-111.930398_40.690919,centroid_376,69.42,8.47,1.53,0.73,19.85
