centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.770737_40.73081,centroid_140,63.79,12.02,4.73,0.83,18.63
-111.773142_39.968359,centroid_141,26.78,22.47,0.86,0.67,49.22
-111.780287_41.669812,centroid_142,34.39,18.77,0.51,2.89,43.44
-111.7804_40.378335,centroid_143,33.46,19.88,7.14,0.73,38.78
-111.784488_40.390123,centroid_144,33.55,18.55,6.97,0.73,40.19
-111.786278_39.970777,centroid_145,26.9,22.12,0.6,0.69,49.69
-111.787217_39.984341,centroid_146,27.51,21.32,0.87,0.59,49.71
-111.789625_40.369928,centroid_147,33.48,19.54,7.04,0.71,39.23
-111.790522_40.421003,centroid_148,39.02,18.23,7.31,0.74,34.7
-111.79156_40.60039,centroid_149,56.65,13.61,8.22,0.66,20.86
-111.792477_40.674211,centroid_150,62.92,11.56,5.13,0.73,19.67
-111.793161_40.447365,centroid_151,41.23,16.87,7.3,0.7,33.9
-111.794628_41.782695,centroid_152,27.86,20.74,0.24,2.36,48.81
-111.79482_41.308173,centroid_153,52.84,15.26,0.43,2.91,28.57
-111.797104_41.75237,centroid_154,28.81,21.58,0.26,1.99,47.36
-111.801658_40.599156,centroid_155,58.3,12.81,7.31,0.65,20.92
-111.804059_40.615886,centroid_156,59.37,12.52,6.85,0.67,20.58
-111.807543_40.385992,centroid_157,35.07,18.43,7.45,0.71,38.34
-111.807684_40.395088,centroid_158,35.19,18.63,7.55,0.74,37.89
-111.809458_40.402597,centroid_159,35.4,18.53,7.46,0.78,37.83
-111.809883_41.746672,centroid_160,29.85,21.13,0.23,1.91,46.88
-111.809951_41.727347,centroid_161,31.65,20.9,0.23,1.88,45.35
-111.81092_40.693486,centroid_162,65.43,10.3,2.92,0.94,20.41
-111.811418_40.681534,centroid_163,64.99,10.12,2.92,0.98,20.99
-111.812698_40.705096,centroid_164,65.53,10.03,2.99,0.98,20.47
-111.812843_40.738205,centroid_165,66.31,10.19,2.95,0.85,19.69
-111.814136_40.668241,centroid_166,64.31,10.76,3.69,0.8,20.44
-111.815852_40.425107,centroid_167,41.34,16.9,7.5,0.7,33.56
-111.815956_41.688693,centroid_168,31.93,20.75,0.28,2.04,45.0
-111.817619_40.414016,centroid_169,39.15,18.05,7.86,0.71,34.23
-111.818116_41.792341,centroid_170,27.58,22.55,0.28,2.07,47.52
-111.818358_40.725601,centroid_171,66.44,9.91,2.56,0.89,20.2
-111.818717_40.457745,centroid_172,48.01,14.63,7.57,0.61,29.18
-111.818751_41.747656,centroid_173,29.94,21.79,0.24,2.04,45.98
-111.818861_40.583571,centroid_174,58.3,12.86,6.04,0.71,22.08
-111.819036_40.550046,centroid_175,53.59,14.05,7.43,0.74,24.19
-111.81914_40.389094,centroid_176,36.07,17.97,7.78,0.68,37.51
-111.819413_40.628684,centroid_177,61.75,11.8,5.37,0.75,20.33
-111.819544_41.833667,centroid_178,26.16,22.13,0.21,1.86,49.63
-111.820542_41.753457,centroid_179,30.19,21.41,0.26,1.99,46.14
-111.820548_41.709977,centroid_180,31.88,20.27,0.25,1.84,45.76
-111.821178_40.598865,centroid_181,59.87,12.54,5.49,0.8,21.3
-111.821453_41.940066,centroid_182,23.15,22.91,0.15,1.89,51.89
-111.822335_41.768353,centroid_183,28.25,21.26,0.2,1.85,48.44
-111.822358_40.647882,centroid_184,63.17,11.36,4.35,0.8,20.32
-111.822423_40.608806,centroid_185,60.16,12.22,5.15,0.84,21.64
-111.822675_41.731046,centroid_186,30.55,20.94,0.26,1.97,46.28
-111.822761_40.72054,centroid_187,66.99,10.07,2.44,0.9,19.6
-111.82303_40.590995,centroid_188,59.47,11.95,5.35,0.78,22.45
-111.824953_41.739378,centroid_189,30.81,21.85,0.23,1.94,45.17
-111.824977_40.368113,centroid_190,37.79,17.81,7.61,0.67,36.11
-111.825164_40.574221,centroid_191,58.46,12.63,5.51,0.74,22.65
-111.825315_40.618717,centroid_192,61.05,11.78,4.71,0.79,21.67
-111.827578_40.565723,centroid_193,57.13,12.62,5.73,0.73,23.79
-111.83104_41.630386,centroid_194,33.45,21.31,0.23,2.15,42.85
-111.831768_40.76318,centroid_195,68.1,10.01,2.88,0.73,18.28
-111.831813_40.693661,centroid_196,65.73,9.75,2.3,0.83,21.39
-111.832737_40.737207,centroid_197,67.13,9.82,2.37,0.84,19.84
-111.833836_40.729518,centroid_198,67.44,9.69,2.28,0.81,19.78
-111.834129_40.680721,centroid_199,66.03,9.97,2.38,0.85,20.76
-111.834551_40.405548,centroid_200,38.48,17.87,8.26,0.7,34.68
-111.834821_41.571693,centroid_201,34.38,21.42,0.4,2.52,41.28
-111.834867_40.534818,centroid_202,53.17,13.73,7.5,0.69,24.92
-111.835416_40.668251,centroid_203,64.6,9.97,2.43,0.82,22.19
-111.836125_40.745913,centroid_204,67.64,9.85,2.66,0.72,19.14
-111.83622_40.705081,centroid_205,66.6,9.45,2.14,0.79,21.01
-111.836308_40.752159,centroid_206,67.57,9.8,2.63,0.76,19.23
-111.840653_40.425278,centroid_207,44.63,15.65,8.16,0.64,30.92
-111.841414_40.598136,centroid_208,60.25,11.38,3.75,0.82,23.8
-111.84258_41.724841,centroid_209,31.26,20.87,0.21,1.88,45.78
-111.842757_41.742672,centroid_210,28.96,21.34,0.19,1.82,47.68
-111.842942_41.839116,centroid_211,26.59,21.93,0.18,1.83,49.47
-111.843074_40.502221,centroid_212,50.69,15.35,9.08,0.6,24.28
-111.843206_41.758231,centroid_213,28.89,21.19,0.16,1.89,47.86
-111.84356_40.547135,centroid_214,57.57,12.04,5.07,0.82,24.49
-111.8435_40.66169,centroid_215,65.59,10.02,2.33,0.82,21.25
-111.844289_40.587869,centroid_216,60.45,11.71,4.04,0.82,22.98
-111.844394_40.620095,centroid_217,63.19,10.81,3.4,0.79,21.81
-111.844503_40.64516,centroid_218,63.86,10.27,2.76,0.87,22.24
-111.844773_40.571257,centroid_219,59.17,11.82,4.5,0.8,23.71
-111.845813_40.635795,centroid_220,63.89,10.51,3.0,0.86,21.74
-111.846344_39.973192,centroid_221,22.54,21.66,1.59,0.68,53.53
-111.847221_40.715345,centroid_222,67.3,9.44,1.96,0.84,20.45
-111.847278_40.874379,centroid_223,71.85,8.7,1.54,1.17,16.75
-111.847386_40.628148,centroid_224,63.01,10.71,3.03,0.82,22.43
-111.847776_40.729553,centroid_225,68.2,9.47,2.08,0.82,19.43
-111.847802_40.608397,centroid_226,61.66,10.96,3.43,0.8,23.14
-111.847845_40.746043,centroid_227,67.95,9.38,2.04,0.8,19.84
-111.848384_40.73777,centroid_228,67.62,9.36,1.98,0.77,20.28
-111.848461_40.692693,centroid_229,66.92,9.62,2.03,0.83,20.6
-111.848521_40.654587,centroid_230,64.93,10.16,2.62,0.8,21.49
-111.849339_40.679694,centroid_231,65.64,9.69,2.1,0.84,21.73
-111.850591_40.407356,centroid_232,41.9,16.79,8.61,0.69,32.01
-111.851178_40.385298,centroid_233,40.87,16.73,8.32,0.68,33.39
-111.852251_40.722852,centroid_234,67.95,9.44,1.86,0.82,19.93
-111.852338_41.678225,centroid_235,33.3,20.53,0.19,1.96,44.02
-111.852681_40.709441,centroid_236,67.38,9.3,1.91,0.83,20.58
-111.852811_41.296207,centroid_237,53.77,13.99,0.38,2.7,29.16
-111.854272_41.721677,centroid_238,30.71,20.5,0.22,1.84,46.73
-111.857382_40.764701,centroid_239,69.05,9.23,1.95,0.85,18.92
-111.857441_40.756731,centroid_240,69.05,9.14,1.9,0.83,19.08
-111.857552_40.781281,centroid_241,69.66,9.47,1.97,0.9,18.0
-111.858454_40.399603,centroid_242,42.2,16.42,8.51,0.66,32.21
-111.858486_40.371842,centroid_243,43.46,15.25,8.25,0.66,32.38
-111.858701_40.423438,centroid_244,47.41,14.96,8.99,0.64,28.01
-111.859304_40.657416,centroid_245,64.91,9.72,2.25,0.84,22.28
-111.859405_40.641452,centroid_246,63.99,10.27,2.7,0.82,22.21
-111.861182_40.536773,centroid_247,57.39,11.88,4.78,0.87,25.08
-111.861626_40.572519,centroid_248,61.1,11.2,3.65,0.88,23.17
-111.861722_40.729313,centroid_249,68.63,9.08,1.8,0.81,19.68
-111.86177_40.877164,centroid_250,72.96,8.64,1.36,1.37,15.66
-111.86226_40.737444,centroid_251,69.44,9.04,1.7,0.82,19.0
-111.862514_40.669789,centroid_252,66.2,9.69,1.95,0.89,21.27
-111.862619_40.602573,centroid_253,62.56,10.7,3.23,0.89,22.62
-111.862851_40.865278,centroid_254,72.47,8.44,1.23,1.33,16.52
-111.862856_40.745607,centroid_255,69.8,8.89,1.71,0.85,18.76
-111.86297_40.551209,centroid_256,59.11,11.69,4.22,0.87,24.11
-111.863208_40.77244,centroid_257,69.27,9.27,2.06,0.86,18.54
-111.863557_40.681382,centroid_258,66.64,9.31,1.97,0.9,21.17
-111.863717_40.692769,centroid_259,66.93,9.3,1.85,0.81,21.11
-111.863983_40.894304,centroid_260,70.4,9.33,1.35,1.53,17.38
-111.864303_40.704178,centroid_261,67.12,9.21,1.76,0.84,21.07
-111.864406_40.588712,centroid_262,61.87,11.04,3.47,0.85,22.77
-111.864857_40.615566,centroid_263,62.41,10.8,3.02,0.9,22.87
-111.865394_40.492158,centroid_264,51.72,13.91,9.26,0.56,24.55
-111.865449_40.625868,centroid_265,63.03,10.4,2.89,0.93,22.74
-111.866206_41.635103,centroid_266,33.21,20.05,0.14,2.01,44.59
-111.866862_40.755854,centroid_267,70.15,8.83,1.8,0.78,18.44
-111.866996_40.765141,centroid_268,69.58,8.89,1.76,0.82,18.97
-111.868916_40.915806,centroid_269,69.45,9.8,1.31,1.68,17.76
-111.870361_40.504081,centroid_270,52.76,13.95,8.49,0.75,24.06
-111.871449_40.717463,centroid_271,68.44,9.03,1.64,0.77,20.12
-111.872719_40.562795,centroid_272,59.3,11.31,3.55,0.92,24.92
-111.873091_40.426072,centroid_273,48.35,14.5,9.21,0.68,27.25
-111.873714_40.779573,centroid_274,71.16,8.64,1.65,0.9,17.64
-111.874022_40.655416,centroid_275,66.2,9.98,1.97,0.95,20.9
-111.874406_40.676796,centroid_276,66.33,9.38,1.86,0.88,21.54
-111.875063_40.37769,centroid_277,47.69,14.31,8.49,0.63,28.89
-111.875311_40.772914,centroid_278,71.53,8.3,1.61,0.86,17.7
-111.875367_40.636096,centroid_279,63.53,10.36,2.51,0.81,22.79
-111.875672_40.513778,centroid_280,55.89,12.58,6.77,0.78,23.98
-111.875781_40.754422,centroid_281,69.9,8.76,1.53,0.81,19.0
-111.875818_40.764404,centroid_282,71.64,8.29,1.62,0.84,17.6
-111.876157_41.714552,centroid_283,30.78,20.23,0.15,1.77,47.07
-111.877445_40.669124,centroid_284,66.49,9.51,1.9,0.93,21.16
-111.877468_40.70068,centroid_285,67.55,9.17,1.71,0.83,20.73
-111.879471_40.73788,centroid_286,70.03,8.66,1.76,0.79,18.77
-111.87952_40.575392,centroid_287,60.24,11.15,3.3,0.9,24.42
-111.879796_40.729599,centroid_288,70.34,8.68,1.58,0.77,18.63
-111.880198_40.625922,centroid_289,63.95,10.53,2.74,0.84,21.94
-111.880264_40.947095,centroid_290,64.63,10.62,1.03,2.16,21.56
-111.880271_40.536113,centroid_291,57.69,11.73,4.43,0.94,25.21
-111.880354_40.649455,centroid_292,64.01,9.87,2.14,0.92,23.06
-111.880422_40.58988,centroid_293,61.56,10.85,3.18,0.95,23.45
-111.880898_40.614977,centroid_294,62.46,10.34,3.0,0.96,23.24
-111.881104_40.917952,centroid_295,67.84,9.95,1.15,1.65,19.41
-111.881334_40.682113,centroid_296,67.49,9.33,1.92,0.84,20.42
-111.881354_40.549923,centroid_297,58.68,11.39,3.66,0.93,25.34
-111.881768_40.480941,centroid_298,52.39,13.73,9.44,0.65,23.79
-111.881785_40.444442,centroid_299,51.67,13.89,9.54,0.64,24.25
-111.88196_40.764527,centroid_300,69.93,8.41,1.42,0.83,19.41
-111.882175_40.745419,centroid_301,70.19,8.48,1.53,0.78,19.02
-111.882194_40.395414,centroid_302,48.54,14.37,8.81,0.67,27.61
-111.882269_40.694385,centroid_303,67.48,9.17,1.8,0.83,20.73
-111.882317_40.900031,centroid_304,69.55,9.28,1.15,1.32,18.69
-111.88253_40.715604,centroid_305,67.72,9.0,1.69,0.86,20.74
-111.882661_40.889559,centroid_306,71.21,8.74,1.07,1.18,17.8
-111.882759_40.754432,centroid_307,70.4,8.51,1.45,0.81,18.83
-111.882872_40.847279,centroid_308,74.09,8.02,1.14,1.2,15.54
-111.883523_40.60328,centroid_309,61.88,10.89,2.96,0.92,23.36
-111.883623_40.293274,centroid_310,48.47,13.79,7.62,0.66,29.46
-111.883824_40.876949,centroid_311,73.62,7.97,1.02,1.13,16.27
-111.883872_40.77208,centroid_312,71.62,8.22,1.5,0.8,17.87
-111.884464_40.976161,centroid_313,66.22,9.77,0.72,2.4,20.89
-111.884545_40.862897,centroid_314,74.64,7.61,1.03,1.13,15.6
-111.885089_40.792854,centroid_315,73.93,7.89,1.4,0.88,15.9
-111.886449_40.511462,centroid_316,55.68,12.69,6.93,0.75,23.95
-111.891352_40.929521,centroid_317,64.25,10.42,0.89,1.74,22.7
-111.892787_40.773742,centroid_318,71.89,8.3,1.4,0.82,17.59
-111.893005_40.414866,centroid_319,48.59,14.4,10.06,0.6,26.36
-111.893719_40.689976,centroid_320,67.4,9.42,1.86,0.85,20.47
-111.894162_40.67293,centroid_321,66.37,9.67,1.74,0.88,21.34
-111.894345_40.63967,centroid_322,64.22,10.2,2.03,0.99,22.56
-111.894446_40.759154,centroid_323,71.91,8.07,1.44,0.76,17.82
-111.894572_40.738365,centroid_324,71.02,8.38,1.5,0.75,18.36
-111.895844_40.780716,centroid_325,73.33,8.08,1.28,0.77,16.53
-111.895943_40.618485,centroid_326,62.57,10.61,2.62,0.9,23.3
-111.896706_40.598219,centroid_327,61.5,10.62,2.94,0.96,23.97
-111.897019_40.835373,centroid_328,75.81,7.22,0.91,0.99,15.07
-111.898457_40.431784,centroid_329,50.25,14.06,9.9,0.69,25.11
-111.898477_41.004626,centroid_330,63.49,10.61,0.48,2.51,22.92
-111.898566_40.848982,centroid_331,76.73,6.65,0.81,0.82,15.0
-111.898917_40.712146,centroid_332,68.83,8.8,1.62,0.82,19.93
-111.900611_40.763008,centroid_333,72.77,8.12,1.34,0.76,17.02
-111.901059_40.577081,centroid_334,60.78,11.24,3.02,1.02,23.94
-111.901096_40.381123,centroid_335,48.46,14.05,9.41,0.59,27.5
-111.90145_40.313771,centroid_336,49.26,13.17,8.1,0.66,28.8
-111.903059_40.494693,centroid_337,54.59,12.89,6.98,0.71,24.83
-111.903409_40.874213,centroid_338,75.24,7.14,0.82,0.89,15.91
-111.90514_41.046788,centroid_339,62.61,11.13,0.45,2.66,23.16
-111.905287_40.777647,centroid_340,73.42,7.57,1.22,0.78,17.0
-111.905345_40.512322,centroid_341,55.55,12.15,6.05,0.83,25.42
-111.90667_40.768582,centroid_342,73.61,7.56,1.28,0.71,16.83
-111.908197_40.548717,centroid_343,58.2,11.45,3.07,1.06,26.21
-111.909774_40.60506,centroid_344,62.07,10.95,2.76,0.91,23.3
-111.91017_40.344548,centroid_345,46.67,13.86,9.27,0.68,29.52
-111.910584_40.640952,centroid_346,64.51,10.28,1.98,1.06,22.17
-111.911927_40.404989,centroid_347,48.42,14.23,9.94,0.62,26.8
-111.912153_40.657018,centroid_348,64.97,9.91,1.98,1.02,22.11
-111.913802_40.69076,centroid_349,67.87,9.26,1.7,0.79,20.38
-111.91454_40.617895,centroid_350,62.25,10.72,2.5,0.93,23.6
-111.917798_40.669424,centroid_351,66.68,9.5,1.74,0.93,21.15
-111.917933_40.759681,centroid_352,72.24,7.71,1.27,0.76,18.02
-111.918759_40.997252,centroid_353,59.14,11.29,0.39,2.43,26.76
-111.919045_40.377528,centroid_354,47.64,14.06,9.66,0.56,28.08
-111.919316_40.979235,centroid_355,61.36,10.21,0.38,1.98,26.06
-111.919332_40.871186,centroid_356,77.47,6.42,0.6,0.82,14.69
-111.919482_41.118309,centroid_357,60.37,10.95,0.38,1.88,26.42
-111.921111_40.678954,centroid_358,66.62,9.44,1.78,0.85,21.31
-111.921231_40.88004,centroid_359,76.57,6.5,0.54,0.95,15.44
-111.922588_40.558313,centroid_360,58.96,11.63,2.96,1.08,25.37
-111.92275_40.786583,centroid_361,74.65,7.37,0.93,0.85,16.2
-111.923191_40.47861,centroid_362,54.23,13.01,6.76,0.88,25.12
-111.924105_40.777249,centroid_363,74.84,7.37,0.98,0.86,15.95
-111.924804_40.335698,centroid_364,44.66,14.3,9.5,0.67,30.87
-111.925071_41.155453,centroid_365,60.99,11.32,0.43,2.53,24.73
-111.925578_40.604733,centroid_366,62.24,11.03,2.55,0.92,23.25
-111.925846_41.030577,centroid_367,58.69,11.27,0.47,2.46,27.11
-111.926215_40.744741,centroid_368,70.77,8.34,1.3,0.73,18.86
-111.926241_40.851811,centroid_369,78.3,6.16,0.49,0.71,14.33
-111.927711_40.736088,centroid_370,70.02,8.87,1.45,0.7,18.96
-111.928688_40.399346,centroid_371,47.72,14.12,10.19,0.62,27.35
-111.928991_40.65544,centroid_372,65.18,9.83,1.89,0.98,22.11
-111.929727_41.081537,centroid_373,61.51,10.8,0.35,2.04,25.31
-111.929731_40.530127,centroid_374,57.36,11.76,3.56,1.11,26.21
-111.930032_41.01509,centroid_375,58.18,11.26,0.45,2.11,27.99
-111.930398_40.690919,centroid_376,67.23,9.07,1.63,0.79,21.27
