centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.930969_40.511697,centroid_377,55.77,12.33,5.0,1.09,25.8
-111.931051_40.754179,centroid_378,71.75,8.11,1.19,0.82,18.13
-111.931138_41.046136,centroid_379,57.61,11.43,0.56,2.45,27.94
-111.93148_41.096188,centroid_380,62.46,10.83,0.46,1.91,24.34
-111.932342_40.761639,centroid_381,72.63,7.64,1.0,0.86,17.87
-111.93295_40.799939,centroid_382,76.09,6.73,0.81,0.86,15.51
-111.933313_40.675933,centroid_383,67.18,9.58,1.78,0.82,20.65
-111.934071_40.623527,centroid_384,63.29,10.72,2.09,1.05,22.85
-111.934084_40.592789,centroid_385,60.91,10.75,2.47,1.06,24.81
-111.934301_40.711598,centroid_386,68.57,9.05,1.51,0.69,20.17
-111.9393_41.227183,centroid_387,57.48,11.55,0.33,2.36,28.28
-111.939733_40.792705,centroid_388,75.47,6.96,0.75,0.82,15.99
-111.940056_40.641576,centroid_389,64.92,10.05,1.84,1.12,22.07
-111.940642_41.173851,centroid_390,58.8,11.5,0.41,2.13,27.16
-111.940766_41.217122,centroid_391,58.52,11.5,0.37,2.26,27.35
-111.941215_41.083909,centroid_392,61.88,11.02,0.37,1.83,24.91
-111.941272_41.056129,centroid_393,58.23,11.5,0.41,2.08,27.78
-111.941333_41.199064,centroid_394,60.45,11.38,0.41,2.29,25.46
-111.942532_41.247578,centroid_395,57.34,11.82,0.36,2.52,27.95
-111.942826_40.571728,centroid_396,59.95,11.52,2.69,1.25,24.6
-111.94356_40.777338,centroid_397,73.67,7.56,0.87,0.85,17.06
-111.943652_40.55176,centroid_398,58.95,11.39,2.74,1.21,25.7
-111.943836_40.686598,centroid_399,67.72,9.24,1.53,0.75,20.76
-111.9439_40.621723,centroid_400,63.29,10.28,2.09,1.06,23.28
-111.944043_40.590137,centroid_401,59.85,11.05,2.25,1.08,25.77
-111.944538_41.122226,centroid_402,62.01,11.04,0.33,1.84,24.77
-111.944691_40.706825,centroid_403,68.3,8.7,1.49,0.69,20.83
-111.94496_41.068263,centroid_404,60.2,11.39,0.38,2.02,26.01
-111.945068_40.79562,centroid_405,75.56,6.91,0.67,0.86,16.0
-111.946263_40.656115,centroid_406,65.68,10.06,1.77,0.95,21.54
-111.947187_40.692683,centroid_407,68.23,9.14,1.47,0.72,20.43
-111.947479_40.675709,centroid_408,67.7,9.33,1.59,0.83,20.54
-111.94759_41.019595,centroid_409,60.96,10.63,0.33,1.97,26.1
-111.948048_40.530825,centroid_410,57.77,11.92,2.99,1.27,26.06
-111.948176_40.512455,centroid_411,55.78,12.65,4.44,1.09,26.04
-111.948691_41.661653,centroid_412,30.44,19.63,0.18,1.87,47.88
-111.948758_41.154417,centroid_413,60.01,11.3,0.38,1.87,26.44
-111.94913_41.310725,centroid_414,55.36,12.18,0.28,2.52,29.65
-111.949585_41.260822,centroid_415,57.17,11.89,0.3,2.51,28.14
-111.953392_41.225632,centroid_416,59.47,10.87,0.3,2.07,27.28
-111.953453_41.197429,centroid_417,60.67,11.12,0.3,1.98,25.92
-111.953459_41.855698,centroid_418,20.43,22.41,0.1,1.58,55.48
-111.954802_41.318583,centroid_419,53.94,12.16,0.31,2.59,31.0
-111.956877_41.296637,centroid_420,55.69,11.97,0.33,2.51,29.5
-111.957299_40.616163,centroid_421,63.59,10.32,1.92,1.12,23.06
-111.957363_41.211189,centroid_422,59.84,11.02,0.28,1.92,26.93
-111.957765_40.632023,centroid_423,65.35,10.11,1.88,1.16,21.51
-111.95837_41.242293,centroid_424,58.19,11.72,0.35,2.22,27.52
-111.95845_40.60327,centroid_425,62.28,10.72,2.13,1.02,23.86
-111.958641_41.2164,centroid_426,60.15,11.43,0.29,2.03,26.1
-111.959008_41.176728,centroid_427,60.7,11.02,0.32,1.73,26.24
-111.959194_41.282302,centroid_428,56.37,11.93,0.4,2.45,28.85
-111.959583_40.660737,centroid_429,67.03,9.29,1.68,0.91,21.09
-111.960089_40.355034,centroid_430,36.28,16.76,10.97,0.75,35.23
-111.96022_40.690792,centroid_431,68.78,9.03,1.53,0.72,19.94
-111.960315_40.372252,centroid_432,37.31,17.07,11.72,0.66,33.24
-111.960869_40.488003,centroid_433,54.91,12.93,4.97,0.89,26.31
-111.961602_41.272077,centroid_434,56.25,12.12,0.36,2.52,28.74
-111.961721_40.675876,centroid_435,67.45,9.37,1.55,0.81,20.83
-111.962521_40.645717,centroid_436,65.62,9.51,1.7,1.0,22.17
-111.962649_40.588946,centroid_437,62.08,10.92,2.17,1.18,23.65
-111.963274_41.204051,centroid_438,59.64,11.0,0.3,1.78,27.28
-111.964209_41.226269,centroid_439,59.16,11.08,0.3,1.91,27.55
-111.964559_40.700084,centroid_440,69.68,8.57,1.41,0.7,19.64
-111.965115_41.2587,centroid_441,56.43,12.18,0.33,2.3,28.76
-111.965807_40.551035,centroid_442,59.45,11.45,2.4,1.38,25.31
-111.965989_40.708888,centroid_443,69.9,8.58,1.24,0.69,19.59
-111.96665_41.024307,centroid_444,64.83,9.72,0.31,1.67,23.47
-111.968218_41.193171,centroid_445,60.63,10.62,0.36,1.71,26.68
-111.968334_41.095162,centroid_446,61.35,10.89,0.42,1.79,25.55
-111.968683_41.082159,centroid_447,61.18,10.87,0.4,1.82,25.72
-111.9686_41.063783,centroid_448,61.18,11.02,0.3,1.78,25.72
-111.968726_40.772193,centroid_449,73.51,7.39,0.63,0.88,17.59
-111.969202_40.510658,centroid_450,56.51,12.45,3.91,1.02,26.11
-111.969521_40.688171,centroid_451,69.3,8.85,1.37,0.72,19.77
-111.971081_40.572403,centroid_452,61.47,11.14,2.22,1.35,23.82
-111.972082_40.616407,centroid_453,64.18,10.22,1.85,1.2,22.54
-111.972178_40.675112,centroid_454,68.74,9.23,1.45,0.86,19.73
-111.973179_41.226044,centroid_455,58.49,11.22,0.28,2.0,28.02
-111.973573_40.604184,centroid_456,63.44,10.58,2.01,1.11,22.86
-111.974005_40.531144,centroid_457,59.15,11.43,2.39,1.29,25.75
-111.974155_41.212538,centroid_458,59.1,10.94,0.27,1.74,27.95
-111.97438_41.203082,centroid_459,58.37,11.25,0.34,1.75,28.3
-111.975047_41.239805,centroid_460,56.63,11.26,0.21,1.99,29.92
-111.975796_40.631238,centroid_461,65.86,9.84,1.82,1.2,21.28
-111.975978_40.544886,centroid_462,60.46,11.48,2.27,1.38,24.42
-111.976022_40.660124,centroid_463,67.11,9.18,1.56,0.91,21.25
-111.977644_40.646834,centroid_464,67.22,9.59,1.59,1.01,20.6
-111.978806_41.179923,centroid_465,62.35,10.64,0.24,1.65,25.12
-111.979543_41.258746,centroid_466,56.44,11.55,0.25,2.19,29.57
-111.980286_41.169234,centroid_467,62.9,10.45,0.3,1.53,24.82
-111.980431_41.284824,centroid_468,56.04,12.17,0.33,2.41,29.05
-111.981298_41.04229,centroid_469,65.8,9.74,0.28,1.61,22.57
-111.981719_41.099645,centroid_470,63.54,10.83,0.36,1.72,23.56
-111.982206_40.688298,centroid_471,70.47,8.41,1.31,0.72,19.08
-111.982771_40.674941,centroid_472,69.77,8.97,1.33,0.93,19.0
-111.983151_41.326667,centroid_473,54.73,12.23,0.32,2.48,30.24
-111.983191_40.357191,centroid_474,32.03,18.31,11.83,0.87,36.95
-111.984192_40.558121,centroid_475,60.92,11.23,2.25,1.41,24.19
-111.985378_41.114437,centroid_476,62.65,10.41,0.33,1.73,24.88
-111.985541_40.628845,centroid_477,65.92,9.86,1.65,1.24,21.34
-111.98624_41.299845,centroid_478,54.77,11.69,0.28,2.39,30.86
-111.987143_41.054503,centroid_479,65.16,9.47,0.28,1.68,23.41
-111.987762_40.584366,centroid_480,62.9,10.32,1.98,1.27,23.54
-111.988183_40.486484,centroid_481,55.12,12.96,3.36,1.21,27.34
-111.989418_41.940102,centroid_482,18.15,22.35,0.13,1.54,57.82
-111.989566_41.095744,centroid_483,65.16,9.9,0.25,1.61,23.08
-111.989971_41.260981,centroid_484,56.05,11.72,0.22,2.25,29.77
-111.990743_40.700582,centroid_485,70.74,8.36,1.06,0.66,19.18
-111.992476_40.643452,centroid_486,68.04,9.38,1.4,1.03,20.15
-111.993479_40.59462,centroid_487,63.25,10.37,1.89,1.26,23.22
-111.993725_40.363105,centroid_488,31.16,18.38,11.11,0.96,38.39
-111.99379_41.081887,centroid_489,65.33,9.83,0.29,1.63,22.92
-111.994723_40.660784,centroid_490,69.16,8.96,1.24,0.97,19.67
-111.995243_40.572848,centroid_491,63.0,10.53,1.97,1.4,23.1
-111.995718_40.674288,centroid_492,69.3,8.68,1.15,0.91,19.96
-111.995826_40.616686,centroid_493,65.49,10.13,1.65,1.26,21.47
-111.996017_40.556347,centroid_494,62.02,10.92,2.23,1.42,23.41
-111.996204_40.688709,centroid_495,70.29,8.4,1.11,0.75,19.44
-111.99729_40.64703,centroid_496,68.46,9.22,1.35,1.08,19.88
-111.997813_41.188851,centroid_497,61.46,10.84,0.28,1.76,25.66
-111.998657_41.219744,centroid_498,57.5,11.5,0.23,1.84,28.94
-112.000428_41.31434,centroid_499,54.63,11.81,0.18,2.41,30.98
-112.000709_40.529665,centroid_500,59.06,11.28,2.33,1.39,25.95
-112.001492_40.541008,centroid_501,60.32,11.14,2.21,1.45,24.88
-112.001644_41.10941,centroid_502,67.39,9.43,0.34,1.57,21.27
-112.003382_41.521646,centroid_503,42.84,15.43,0.15,1.69,39.89
-112.003874_40.617978,centroid_504,65.93,10.11,1.68,1.32,20.96
-112.00425_40.70772,centroid_505,71.52,8.15,0.9,0.75,18.68
-112.004627_41.172579,centroid_506,64.38,10.72,0.22,1.61,23.07
-112.007187_40.662033,centroid_507,69.25,8.75,1.26,1.03,19.71
-112.007791_40.31239,centroid_508,28.92,18.42,12.17,0.89,39.6
-112.008483_41.516544,centroid_509,45.08,14.97,0.13,1.86,37.96
-112.008946_41.267921,centroid_510,54.63,11.86,0.26,2.11,31.13
-112.00913_40.645508,centroid_511,67.79,9.61,1.32,1.13,20.15
-112.009192_41.497793,centroid_512,44.18,15.3,0.17,1.94,38.41
-112.009729_40.483189,centroid_513,55.9,13.0,2.82,1.3,26.98
-112.010258_41.097492,centroid_514,67.29,9.56,0.22,1.53,21.4
-112.011518_40.558685,centroid_515,61.6,11.13,1.99,1.55,23.74
-112.011919_40.30206,centroid_516,28.58,18.64,11.89,0.89,40.0
-112.012235_40.493281,centroid_517,56.12,13.04,2.63,1.38,26.83
-112.012244_40.616436,centroid_518,66.3,9.99,1.52,1.43,20.76
-112.012293_40.678312,centroid_519,70.08,8.55,1.14,0.96,19.28
-112.013095_40.593192,centroid_520,64.41,10.67,1.84,1.49,21.59
-112.013694_41.081241,centroid_521,67.65,9.02,0.23,1.51,21.59
-112.013799_40.502771,centroid_522,57.28,12.53,2.61,1.2,26.37
-112.013847_40.514439,centroid_523,58.03,11.96,2.27,1.66,26.08
-112.013886_40.700084,centroid_524,70.62,8.27,0.95,0.79,19.36
-112.013913_40.68891,centroid_525,69.67,8.45,1.06,0.83,19.99
-112.015179_41.41467,centroid_526,52.87,11.87,0.19,2.25,32.82
-112.015221_40.634595,centroid_527,66.68,9.59,1.38,1.35,21.0
-112.015384_40.672285,centroid_528,70.55,8.58,1.01,0.98,18.89
-112.015703_40.627586,centroid_529,66.56,9.86,1.45,1.43,20.69
-112.016916_41.112229,centroid_530,67.79,9.36,0.31,1.47,21.06
-112.01748_40.360281,centroid_531,30.56,19.41,10.11,1.15,38.77
-112.017792_40.658171,centroid_532,68.58,8.92,1.14,1.07,20.3
-112.019615_40.603192,centroid_533,65.05,10.34,1.55,1.56,21.5
-112.019787_40.646025,centroid_534,67.35,9.11,1.24,1.14,21.17
-112.020384_41.076257,centroid_535,69.48,8.69,0.21,1.39,20.22
-112.023359_40.527993,centroid_536,58.21,12.04,2.13,1.57,26.05
-112.023602_41.521734,centroid_537,44.48,14.5,0.13,1.95,38.93
-112.024698_41.495513,centroid_538,44.44,14.82,0.13,2.04,38.57
-112.028804_40.565908,centroid_539,62.14,11.47,1.92,1.65,22.83
-112.030471_41.18391,centroid_540,64.05,10.65,0.29,1.6,23.41
-112.030958_41.081032,centroid_541,70.38,8.62,0.25,1.37,19.37
-112.031147_41.466594,centroid_542,50.72,13.12,0.2,1.99,33.97
-112.031495_41.140322,centroid_543,66.65,9.38,0.21,1.51,22.25
-112.032504_40.501352,centroid_544,56.21,12.82,2.46,1.38,27.13
-112.032898_40.64508,centroid_545,67.91,9.72,1.22,1.33,19.82
-112.033318_41.169763,centroid_546,65.53,10.13,0.24,1.5,22.61
-112.033448_41.093148,centroid_547,69.49,8.63,0.23,1.32,20.32
-112.034503_41.118399,centroid_548,69.34,8.84,0.2,1.44,20.17
-112.034807_40.628157,centroid_549,66.79,9.88,1.27,1.64,20.42
-112.035582_40.667654,centroid_550,69.03,9.16,1.09,1.1,19.61
-112.036508_40.68917,centroid_551,70.4,8.67,1.07,1.08,18.78
-112.037258_40.678028,centroid_552,69.82,8.91,1.07,1.06,19.14
-112.037353_41.072467,centroid_553,71.56,8.16,0.22,1.27,18.79
-112.038548_40.634744,centroid_554,66.47,9.77,1.16,1.73,20.87
-112.041071_41.31379,centroid_555,54.94,11.81,0.18,2.21,30.87
-112.043027_41.190524,centroid_556,64.74,10.06,0.18,1.59,23.43
-112.043257_40.61559,centroid_557,64.89,10.72,1.32,1.99,21.08
-112.043544_40.48659,centroid_558,52.8,13.36,3.17,1.6,29.07
-112.044004_41.224744,centroid_559,61.16,10.55,0.2,1.57,26.52
-112.04462_41.157065,centroid_560,65.38,10.13,0.22,1.42,22.85
-112.04464_40.416998,centroid_561,44.52,15.85,5.97,1.23,32.43
-112.044962_40.600452,centroid_562,63.52,11.23,1.44,2.08,21.74
-112.045491_41.132929,centroid_563,68.72,9.04,0.19,1.37,20.68
-112.045816_40.708437,centroid_564,70.23,7.88,0.55,1.01,20.33
-112.046692_40.700374,centroid_565,70.92,8.29,0.66,1.13,19.0
-112.046806_41.146064,centroid_566,67.18,9.31,0.21,1.38,21.92
-112.049536_41.16899,centroid_567,65.26,9.75,0.24,1.48,23.27
-112.053406_40.688611,centroid_568,69.69,8.51,0.81,1.25,19.73
-112.054229_41.117017,centroid_569,72.16,8.04,0.19,1.19,18.42
-112.054838_41.096721,centroid_570,73.37,7.49,0.13,1.15,17.87
-112.056705_41.075043,centroid_571,73.7,7.45,0.22,1.15,17.49
-112.057071_41.297894,centroid_572,58.39,11.01,0.17,1.87,28.57
-112.059323_41.084175,centroid_573,74.2,7.31,0.15,1.09,17.26
-112.060049_41.169206,centroid_574,65.91,9.94,0.2,1.51,22.44
-112.061717_41.261283,centroid_575,62.07,10.08,0.12,1.64,26.09
-112.062091_40.612222,centroid_576,64.66,10.97,1.24,2.3,20.83
-112.063742_41.070749,centroid_577,74.68,7.28,0.14,1.1,16.8
-112.06381_40.509627,centroid_578,52.15,13.84,2.17,1.36,30.48
-112.066518_41.183627,centroid_579,66.96,9.71,0.16,1.45,21.72
-112.07398_41.145399,centroid_580,72.53,7.8,0.19,1.15,18.34
-112.074928_41.158589,centroid_581,71.39,8.13,0.13,1.17,19.17
-112.075156_41.169796,centroid_582,69.63,8.88,0.25,1.3,19.94
-112.076139_40.690921,centroid_583,69.79,8.41,0.51,1.47,19.82
-112.077923_40.708853,centroid_584,69.96,8.22,0.43,1.13,20.25
-112.078284_41.202736,centroid_585,65.67,9.82,0.17,1.38,22.96
-112.078782_41.110175,centroid_586,76.52,6.57,0.15,0.98,15.78
-112.078848_40.700035,centroid_587,70.83,8.36,0.45,1.37,18.99
-112.086272_41.136578,centroid_588,75.68,6.98,0.15,1.01,16.19
-112.092658_41.171545,centroid_589,72.71,7.74,0.11,1.09,18.34
-112.098484_40.696911,centroid_590,69.67,8.51,0.43,1.65,19.74
-112.101679_40.709435,centroid_591,69.8,8.26,0.32,1.35,20.27
-112.1043_41.103239,centroid_592,79.42,5.77,0.09,0.77,13.95
-112.107403_41.287287,centroid_593,67.98,8.99,0.11,1.3,21.61
-112.123063_41.734328,centroid_594,21.41,21.27,0.08,1.27,55.97
-112.124018_41.174112,centroid_595,80.47,5.51,0.07,0.78,13.18
-112.155021_41.709816,centroid_596,19.94,21.36,0.11,1.47,57.12
-112.167066_41.621077,centroid_597,27.15,19.15,0.09,1.5,52.11
-112.181054_41.710585,centroid_598,21.06,21.53,0.08,1.72,55.61
-112.267332_40.622361,centroid_599,69.16,8.18,0.22,1.16,21.29
-112.278959_40.546065,centroid_600,72.8,6.91,0.25,1.2,18.84
-112.28466_40.556315,centroid_601,74.46,6.69,0.21,1.11,17.52
-112.286172_40.536135,centroid_602,72.34,7.34,0.27,1.37,18.68
-112.286607_40.526169,centroid_603,70.9,7.9,0.23,1.47,19.5
-112.289386_40.545078,centroid_604,73.73,6.77,0.22,1.27,18.02
-112.303612_40.627414,centroid_605,73.9,7.07,0.12,1.15,17.77
-112.307294_40.523776,centroid_606,72.69,7.24,0.29,1.5,18.28
-112.307624_40.54359,centroid_607,74.53,6.68,0.23,1.36,17.2
-112.308397_40.639212,centroid_608,75.15,7.12,0.09,1.14,16.5
-112.320972_40.516891,centroid_609,73.34,6.71,0.23,1.34,18.39
-112.332731_40.572103,centroid_610,77.02,5.86,0.05,1.07,16.0
-112.371582_40.420927,centroid_611,70.49,6.33,0.18,1.4,21.59
-112.406054_40.607924,centroid_612,77.11,5.73,0.01,1.16,15.99
-112.425961_41.80798,centroid_613,17.38,27.81,0.06,1.16,53.58
-112.460734_40.594616,centroid_614,78.92,5.16,0.01,0.97,14.95
-112.500689_40.850611,centroid_615,76.79,7.46,0.01,0.5,15.23
-113.660482_40.562716,centroid_616,0.1,1.68,0.0,0.0,98.22
