centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.679132_40.28629,centroid_81,17.13,26.3,3.72,0.91,51.93
-111.679405_40.239153,centroid_82,17.9,25.01,2.18,0.9,54.01
-111.680296_40.293406,centroid_83,17.16,25.53,4.2,0.93,52.18
-111.680631_41.034586,centroid_84,40.87,20.35,2.56,2.71,33.51
-111.680815_40.04626,centroid_85,20.94,27.97,0.52,0.82,49.75
-111.683992_40.330432,centroid_86,16.79,25.45,5.23,0.88,51.66
-111.688027_40.253105,centroid_87,18.51,24.97,2.82,0.88,52.82
-111.688126_40.26641,centroid_88,17.69,24.76,3.46,0.85,53.24
-111.690637_40.315477,centroid_89,17.53,25.25,5.03,0.92,51.27
-111.690945_40.341445,centroid_90,16.49,25.04,5.57,0.88,52.03
-111.691222_40.229559,centroid_91,18.9,25.11,2.25,0.9,52.84
-111.692342_40.305926,centroid_92,18.37,25.08,4.82,0.93,50.81
-111.692399_40.281249,centroid_93,18.89,24.87,4.23,0.88,51.13
-111.694003_40.137893,centroid_94,22.86,26.31,1.21,0.87,48.75
-111.696181_40.323257,centroid_95,17.39,25.11,5.0,0.84,51.66
-111.699522_40.29005,centroid_96,19.11,24.67,4.46,0.89,50.87
-111.700685_40.237922,centroid_97,19.62,24.86,2.58,0.9,52.04
-111.700895_40.330228,centroid_98,16.85,25.19,5.38,0.85,51.72
-111.703961_40.267811,centroid_99,19.52,24.05,3.8,0.9,51.74
-111.704086_40.278152,centroid_100,19.78,25.22,4.45,0.87,49.68
-111.705269_40.300141,centroid_101,18.77,25.42,5.17,0.94,49.71
-111.707002_40.356894,centroid_102,17.37,24.83,5.99,0.85,50.96
-111.707774_40.249038,centroid_103,21.27,24.29,3.58,0.88,49.98
-111.710463_40.344773,centroid_104,17.05,25.42,6.02,0.87,50.64
-111.712872_40.307984,centroid_105,19.19,25.28,5.61,0.94,48.99
-111.713951_40.325992,centroid_106,18.33,24.13,5.69,0.92,50.93
-111.715583_40.369104,centroid_107,18.67,25.09,6.58,0.89,48.77
-111.716827_40.286662,centroid_108,20.56,24.44,5.12,0.9,48.98
-111.716853_40.038209,centroid_109,19.46,27.69,0.87,0.8,51.19
-111.716874_40.293379,centroid_110,19.55,24.38,5.0,0.87,50.2
-111.718073_40.31855,centroid_111,18.7,24.68,5.47,0.86,50.29
-111.720009_40.301039,centroid_112,19.86,23.71,5.27,0.87,50.28
-111.721079_40.216928,centroid_113,23.87,24.83,2.86,0.98,47.46
-111.722361_40.273057,centroid_114,21.16,23.99,4.83,0.85,49.15
-111.725362_40.356218,centroid_115,18.15,24.42,6.23,0.89,50.31
-111.727036_40.048777,centroid_116,20.33,26.79,1.05,0.73,51.1
-111.728061_40.280467,centroid_117,21.7,24.06,5.14,0.87,48.23
-111.729658_40.367083,centroid_118,18.65,24.51,6.4,0.9,49.54
-111.730211_40.031261,centroid_119,19.91,27.95,1.32,0.74,50.08
-111.733955_40.340267,centroid_120,19.47,24.22,6.36,0.84,49.11
-111.737492_40.300907,centroid_121,20.88,23.31,5.89,0.86,49.06
-111.738181_41.040237,centroid_122,44.34,17.78,2.08,2.96,32.84
-111.740352_40.381469,centroid_123,20.4,24.14,7.04,0.88,47.54
-111.740466_40.017394,centroid_124,17.2,26.54,1.32,0.74,54.21
-111.743288_40.032656,centroid_125,18.34,27.56,1.49,0.8,51.81
-111.744123_40.285687,centroid_126,22.07,23.58,5.76,0.89,47.69
-111.744399_40.593159,centroid_127,24.06,45.11,8.12,0.51,22.2
-111.749055_41.125046,centroid_128,38.48,20.12,1.22,4.24,35.95
-111.75038_40.303888,centroid_129,21.16,23.12,6.16,0.85,48.71
-111.751071_40.360975,centroid_130,20.49,24.48,6.79,0.92,47.32
-111.751631_40.402618,centroid_131,21.21,23.02,7.45,0.88,47.45
-111.755119_40.37103,centroid_132,20.68,23.6,7.0,0.85,47.87
-111.758195_40.383894,centroid_133,21.83,23.33,7.48,0.84,46.52
-111.75884_40.421882,centroid_134,23.39,22.19,8.15,0.85,45.43
-111.760547_40.052672,centroid_135,19.76,24.98,1.48,0.76,53.03
-111.761646_40.399297,centroid_136,23.09,22.78,7.72,0.82,45.6
-111.76706_40.445054,centroid_137,24.74,21.52,8.32,0.88,44.54
-111.767634_40.363462,centroid_138,21.35,23.16,7.78,0.87,46.84
-111.770417_40.46392,centroid_139,25.65,21.03,8.73,0.81,43.79
-111.770737_40.73081,centroid_140,51.34,16.16,6.36,1.11,25.03
-111.773142_39.968359,centroid_141,17.7,25.26,0.97,0.75,55.32
-111.780287_41.669812,centroid_142,25.78,21.23,0.58,3.27,49.15
-111.7804_40.378335,centroid_143,22.09,23.28,8.36,0.86,45.41
-111.784488_40.390123,centroid_144,22.23,21.71,8.16,0.86,47.04
-111.786278_39.970777,centroid_145,17.88,24.85,0.68,0.77,55.81
-111.787217_39.984341,centroid_146,18.14,24.07,0.99,0.66,56.14
-111.789625_40.369928,centroid_147,22.17,22.86,8.23,0.83,45.9
-111.790522_40.421003,centroid_148,26.51,21.97,8.81,0.9,41.81
-111.79156_40.60039,centroid_149,41.95,18.22,11.01,0.89,27.93
-111.792477_40.674211,centroid_150,49.46,15.75,6.99,0.99,26.81
-111.793161_40.447365,centroid_151,28.46,20.54,8.89,0.85,41.27
-111.794628_41.782695,centroid_152,20.94,22.73,0.26,2.58,53.49
-111.79482_41.308173,centroid_153,39.78,19.48,0.54,3.71,36.48
-111.797104_41.75237,centroid_154,21.71,23.73,0.29,2.19,52.08
-111.801658_40.599156,centroid_155,43.49,17.36,9.91,0.89,28.36
-111.804059_40.615886,centroid_156,44.57,17.08,9.35,0.91,28.08
-111.807543_40.385992,centroid_157,23.12,21.82,8.82,0.84,45.4
-111.807684_40.395088,centroid_158,23.33,22.04,8.93,0.88,44.82
-111.809458_40.402597,centroid_159,23.3,22.01,8.86,0.93,44.92
-111.809883_41.746672,centroid_160,22.69,23.29,0.25,2.11,51.66
-111.809951_41.727347,centroid_161,24.12,23.2,0.25,2.08,50.34
-111.81092_40.693486,centroid_162,52.8,14.06,3.99,1.28,27.87
-111.811418_40.681534,centroid_163,52.03,13.87,4.0,1.34,28.76
-111.812698_40.705096,centroid_164,53.18,13.62,4.06,1.33,27.81
-111.812843_40.738205,centroid_165,55.31,13.52,3.91,1.13,26.12
-111.814136_40.668241,centroid_166,50.87,14.82,5.08,1.09,28.13
-111.815852_40.425107,centroid_167,28.48,20.61,9.14,0.85,40.92
-111.815956_41.688693,centroid_168,24.12,23.14,0.31,2.28,50.16
-111.817619_40.414016,centroid_169,26.4,21.83,9.51,0.85,41.4
-111.818116_41.792341,centroid_170,20.42,24.78,0.31,2.28,52.22
-111.818358_40.725601,centroid_171,55.01,13.29,3.43,1.19,27.08
-111.818717_40.457745,centroid_172,34.97,18.3,9.47,0.77,36.5
-111.818751_41.747656,centroid_173,22.54,24.09,0.27,2.26,50.84
-111.818861_40.583571,centroid_174,43.34,17.48,8.21,0.96,30.01
-111.819036_40.550046,centroid_175,38.71,18.56,9.81,0.98,31.95
-111.81914_40.389094,centroid_176,23.85,21.4,9.27,0.81,44.67
-111.819413_40.628684,centroid_177,47.08,16.33,7.43,1.04,28.12
-111.819544_41.833667,centroid_178,19.23,24.21,0.23,2.04,54.29
-111.820542_41.753457,centroid_179,22.85,23.66,0.29,2.2,51.0
-111.820548_41.709977,centroid_180,24.19,22.56,0.28,2.05,50.92
-111.821178_40.598865,centroid_181,45.45,17.05,7.47,1.08,28.95
-111.821453_41.940066,centroid_182,16.72,24.83,0.16,2.05,56.23
-111.822335_41.768353,centroid_183,21.1,23.38,0.22,2.03,53.27
-111.822358_40.647882,centroid_184,48.98,15.73,6.03,1.1,28.15
-111.822423_40.608806,centroid_185,45.43,16.73,7.05,1.15,29.64
-111.822675_41.731046,centroid_186,23.24,23.14,0.29,2.18,51.15
-111.822761_40.72054,centroid_187,55.39,13.6,3.3,1.21,26.49
-111.82303_40.590995,centroid_188,44.69,16.31,7.3,1.07,30.63
-111.824953_41.739378,centroid_189,23.37,24.2,0.25,2.15,50.03
-111.824977_40.368113,centroid_190,25.19,21.42,9.16,0.81,43.43
-111.825164_40.574221,centroid_191,43.39,17.22,7.51,1.01,30.87
-111.825315_40.618717,centroid_192,46.32,16.24,6.49,1.09,29.87
-111.827578_40.565723,centroid_193,42.02,17.07,7.75,0.99,32.17
-111.83104_41.630386,centroid_194,25.38,23.9,0.26,2.41,48.05
-111.831768_40.76318,centroid_195,57.2,13.43,3.87,0.98,24.53
-111.831813_40.693661,centroid_196,52.38,13.55,3.2,1.15,29.72
-111.832737_40.737207,centroid_197,55.58,13.27,3.2,1.14,26.81
-111.833836_40.729518,centroid_198,55.66,13.2,3.11,1.1,26.93
-111.834129_40.680721,centroid_199,52.56,13.93,3.32,1.19,29.0
-111.834551_40.405548,centroid_200,25.81,21.55,9.96,0.85,41.83
-111.834821_41.571693,centroid_201,25.96,24.17,0.45,2.84,46.58
-111.834867_40.534818,centroid_202,38.65,17.98,9.82,0.9,32.65
-111.835416_40.668251,centroid_203,50.58,13.91,3.39,1.14,30.97
-111.836125_40.745913,centroid_204,56.02,13.39,3.61,0.97,26.01
-111.83622_40.705081,centroid_205,53.84,13.06,2.96,1.09,29.04
-111.836308_40.752159,centroid_206,56.1,13.27,3.56,1.03,26.03
-111.840653_40.425278,centroid_207,31.03,19.49,10.17,0.79,38.52
-111.841414_40.598136,centroid_208,45.02,15.74,5.19,1.13,32.92
-111.84258_41.724841,centroid_209,23.44,23.24,0.24,2.1,50.99
-111.842757_41.742672,centroid_210,21.79,23.5,0.21,2.0,52.49
-111.842942_41.839116,centroid_211,19.32,24.1,0.2,2.01,54.37
-111.843074_40.502221,centroid_212,36.25,19.85,11.74,0.77,31.4
-111.843206_41.758231,centroid_213,21.62,23.36,0.18,2.08,52.76
-111.84356_40.547135,centroid_214,42.44,16.34,6.88,1.11,33.23
-111.8435_40.66169,centroid_215,51.3,14.18,3.29,1.15,30.07
-111.844289_40.587869,centroid_216,45.04,16.27,5.62,1.14,31.93
-111.844394_40.620095,centroid_217,47.96,15.28,4.81,1.12,30.83
-111.844503_40.64516,centroid_218,49.19,14.44,3.88,1.22,31.27
-111.844773_40.571257,centroid_219,44.02,16.21,6.17,1.09,32.5
-111.845813_40.635795,centroid_220,48.79,14.91,4.26,1.21,30.84
-111.846344_39.973192,centroid_221,14.86,23.81,1.75,0.74,58.84
-111.847221_40.715345,centroid_222,54.42,13.16,2.73,1.17,28.51
-111.847278_40.874379,centroid_223,58.46,12.83,2.28,1.72,24.71
-111.847386_40.628148,centroid_224,47.91,15.09,4.26,1.15,31.59
-111.847776_40.729553,centroid_225,56.41,12.98,2.85,1.13,26.63
-111.847802_40.608397,centroid_226,46.4,15.33,4.8,1.12,32.34
-111.847845_40.746043,centroid_227,56.36,12.77,2.77,1.09,27.01
-111.848384_40.73777,centroid_228,55.77,12.78,2.7,1.05,27.69
-111.848461_40.692693,centroid_229,53.49,13.53,2.86,1.16,28.96
-111.848521_40.654587,centroid_230,50.25,14.42,3.71,1.13,30.49
-111.849339_40.679694,centroid_231,51.26,13.75,2.98,1.19,30.83
-111.850591_40.407356,centroid_232,28.3,20.72,10.62,0.86,39.5
-111.851178_40.385298,centroid_233,27.27,20.58,10.24,0.84,41.08
-111.852251_40.722852,centroid_234,55.39,13.14,2.59,1.14,27.73
-111.852338_41.678225,centroid_235,25.27,23.0,0.21,2.19,49.32
-111.852681_40.709441,centroid_236,54.39,13.0,2.67,1.16,28.78
-111.852811_41.296207,centroid_237,41.76,17.62,0.48,3.41,36.73
-111.854272_41.721677,centroid_238,23.13,22.74,0.25,2.04,51.85
-111.857382_40.764701,centroid_239,57.47,12.69,2.68,1.17,25.99
-111.857441_40.756731,centroid_240,57.61,12.52,2.61,1.13,26.13
-111.857552_40.781281,centroid_241,57.93,13.13,2.74,1.25,24.95
-111.858454_40.399603,centroid_242,28.56,20.29,10.52,0.82,39.81
-111.858486_40.371842,centroid_243,29.15,19.11,10.34,0.83,40.58
-111.858701_40.423438,centroid_244,33.23,18.99,11.41,0.81,35.56
-111.859304_40.657416,centroid_245,49.5,13.99,3.24,1.21,32.06
-111.859405_40.641452,centroid_246,48.3,14.75,3.88,1.18,31.89
-111.861182_40.536773,centroid_247,41.88,16.2,6.53,1.19,34.21
-111.861626_40.572519,centroid_248,45.61,15.66,5.11,1.22,32.39
-111.861722_40.729313,centroid_249,56.07,12.72,2.51,1.14,27.56
-111.86177_40.877164,centroid_250,61.3,12.37,1.94,1.97,22.42
-111.86226_40.737444,centroid_251,57.52,12.56,2.37,1.14,26.41
-111.862514_40.669789,centroid_252,51.24,13.98,2.81,1.28,30.69
-111.862619_40.602573,centroid_253,47.03,15.14,4.57,1.26,32.0
-111.862851_40.865278,centroid_254,60.42,12.13,1.77,1.92,23.76
-111.862856_40.745607,centroid_255,58.58,12.18,2.35,1.16,25.72
-111.86297_40.551209,centroid_256,43.33,16.21,5.85,1.2,33.42
-111.863208_40.77244,centroid_257,57.78,12.73,2.83,1.18,25.47
-111.863557_40.681382,centroid_258,52.08,13.37,2.84,1.3,30.41
-111.863717_40.692769,centroid_259,52.76,13.29,2.64,1.16,30.15
-111.863983_40.894304,centroid_260,58.27,13.15,1.91,2.16,24.51
-111.864303_40.704178,centroid_261,53.24,13.09,2.51,1.2,29.96
-111.864406_40.588712,centroid_262,45.87,15.67,4.93,1.21,32.33
-111.864857_40.615566,centroid_263,46.15,15.47,4.33,1.29,32.76
-111.865394_40.492158,centroid_264,36.9,18.18,12.1,0.73,32.09
-111.865449_40.625868,centroid_265,47.07,14.9,4.14,1.33,32.56
-111.866206_41.635103,centroid_266,25.42,22.39,0.16,2.25,49.79
-111.866862_40.755854,centroid_267,59.04,12.11,2.46,1.08,25.3
-111.866996_40.765141,centroid_268,57.88,12.31,2.43,1.13,26.26
-111.868916_40.915806,centroid_269,55.97,14.12,1.89,2.43,25.6
-111.870361_40.504081,centroid_270,37.44,18.47,11.24,0.99,31.86
-111.871449_40.717463,centroid_271,55.03,12.87,2.33,1.1,28.66
-111.872719_40.562795,centroid_272,42.99,15.85,4.97,1.29,34.91
-111.873091_40.426072,centroid_273,33.8,18.59,11.81,0.87,34.93
-111.873714_40.779573,centroid_274,59.09,12.26,2.34,1.28,25.03
-111.874022_40.655416,centroid_275,50.24,14.69,2.9,1.4,30.76
-111.874406_40.676796,centroid_276,50.52,13.79,2.74,1.29,31.66
-111.875063_40.37769,centroid_277,32.5,18.46,10.95,0.81,37.28
-111.875311_40.772914,centroid_278,59.66,11.76,2.28,1.22,25.08
-111.875367_40.636096,centroid_279,47.14,15.01,3.64,1.18,33.03
-111.875672_40.513778,centroid_280,39.8,17.17,9.24,1.06,32.74
-111.875781_40.754422,centroid_281,58.09,12.2,2.13,1.13,26.46
-111.875818_40.764404,centroid_282,60.05,11.68,2.29,1.18,24.79
-111.876157_41.714552,centroid_283,23.31,22.42,0.17,1.96,52.15
-111.877445_40.669124,centroid_284,50.75,13.98,2.79,1.37,31.11
-111.877468_40.70068,centroid_285,53.06,13.27,2.48,1.2,29.99
-111.879471_40.73788,centroid_286,57.15,12.38,2.51,1.13,26.84
-111.87952_40.575392,centroid_287,43.34,15.88,4.7,1.28,34.79
-111.879796_40.729599,centroid_288,56.87,12.62,2.3,1.12,27.09
-111.880198_40.625922,centroid_289,47.08,15.45,4.02,1.24,32.21
-111.880264_40.947095,centroid_290,50.23,14.94,1.45,3.04,30.34
-111.880271_40.536113,centroid_291,41.21,16.3,6.15,1.31,35.03
-111.880354_40.649455,centroid_292,47.3,14.45,3.13,1.35,33.76
-111.880422_40.58988,centroid_293,44.6,15.64,4.59,1.38,33.8
-111.880898_40.614977,centroid_294,45.53,14.99,4.36,1.39,33.72
-111.881104_40.917952,centroid_295,53.78,14.31,1.65,2.37,27.89
-111.881334_40.682113,centroid_296,51.61,13.89,2.85,1.24,30.4
-111.881354_40.549923,centroid_297,42.18,15.94,5.12,1.3,35.47
-111.881768_40.480941,centroid_298,36.93,18.19,12.5,0.85,31.52
-111.881785_40.444442,centroid_299,36.3,18.31,12.58,0.84,31.97
-111.88196_40.764527,centroid_300,58.0,11.74,1.98,1.17,27.11
-111.882175_40.745419,centroid_301,57.39,12.12,2.19,1.12,27.19
-111.882194_40.395414,centroid_302,32.99,18.72,11.48,0.87,35.94
-111.882269_40.694385,centroid_303,52.03,13.52,2.65,1.23,30.57
-111.882317_40.900031,centroid_304,54.75,13.79,1.72,1.97,27.77
-111.88253_40.715604,centroid_305,53.1,13.07,2.45,1.25,30.12
-111.882661_40.889559,centroid_306,57.1,13.02,1.6,1.76,26.52
-111.882759_40.754432,centroid_307,58.09,12.04,2.06,1.14,26.66
-111.882872_40.847279,centroid_308,61.95,11.78,1.67,1.77,22.83
-111.883523_40.60328,centroid_309,44.51,15.85,4.3,1.34,34.0
-111.883623_40.293274,centroid_310,31.57,18.31,10.12,0.88,39.13
-111.883824_40.876949,centroid_311,59.46,12.24,1.57,1.73,25.0
-111.883872_40.77208,centroid_312,59.76,11.65,2.13,1.13,25.33
-111.884464_40.976161,centroid_313,51.15,14.13,1.04,3.47,30.21
-111.884545_40.862897,centroid_314,61.82,11.45,1.54,1.7,23.49
-111.885089_40.792854,centroid_315,62.22,11.43,2.03,1.28,23.04
-111.886449_40.511462,centroid_316,39.21,17.4,9.51,1.03,32.85
-111.891352_40.929521,centroid_317,48.15,15.11,1.28,2.53,32.93
-111.892787_40.773742,centroid_318,60.1,11.78,1.99,1.16,24.97
-111.893005_40.414866,centroid_319,32.24,18.97,13.25,0.79,34.74
-111.893719_40.689976,centroid_320,51.19,14.11,2.78,1.27,30.66
-111.894162_40.67293,centroid_321,49.33,14.57,2.62,1.33,32.15
-111.894345_40.63967,centroid_322,46.56,15.24,3.03,1.47,33.7
-111.894446_40.759154,centroid_323,59.26,11.7,2.09,1.11,25.84
-111.894572_40.738365,centroid_324,56.76,12.5,2.23,1.12,27.38
-111.895844_40.780716,centroid_325,61.97,11.52,1.83,1.1,23.58
-111.895943_40.618485,centroid_326,44.65,15.68,3.88,1.33,34.45
-111.896706_40.598219,centroid_327,43.76,15.52,4.3,1.4,35.02
-111.897019_40.835373,centroid_328,64.47,10.61,1.34,1.46,22.13
-111.898457_40.431784,centroid_329,33.98,18.66,13.13,0.91,33.32
-111.898477_41.004626,centroid_330,47.99,15.11,0.68,3.58,32.65
-111.898566_40.848982,centroid_331,64.24,10.21,1.24,1.26,23.05
-111.898917_40.712146,centroid_332,52.9,13.3,2.45,1.24,30.12
-111.900611_40.763008,centroid_333,60.02,11.92,1.97,1.11,24.99
-111.901059_40.577081,centroid_334,42.47,16.49,4.44,1.49,35.12
-111.901096_40.381123,centroid_335,32.18,18.48,12.38,0.78,36.18
-111.90145_40.313771,centroid_336,32.26,17.58,10.82,0.88,38.46
-111.903059_40.494693,centroid_337,37.49,17.75,9.6,0.98,34.18
-111.903409_40.874213,centroid_338,59.3,11.74,1.34,1.47,26.15
-111.90514_41.046788,centroid_339,46.48,15.93,0.64,3.8,33.15
-111.905287_40.777647,centroid_340,61.42,10.99,1.77,1.14,24.68
-111.905345_40.512322,centroid_341,38.09,16.93,8.42,1.15,35.41
-111.90667_40.768582,centroid_342,61.03,11.17,1.9,1.05,24.86
-111.908197_40.548717,centroid_343,39.91,16.47,4.41,1.52,37.68
-111.909774_40.60506,centroid_344,43.4,16.34,4.12,1.36,34.77
-111.91017_40.344548,centroid_345,29.84,18.24,12.19,0.9,38.83
-111.910584_40.640952,centroid_346,45.58,15.77,3.03,1.62,34.0
-111.911927_40.404989,centroid_347,31.54,18.88,13.19,0.82,35.57
-111.912153_40.657018,centroid_348,46.12,15.25,3.05,1.57,34.01
-111.913802_40.69076,centroid_349,49.37,14.6,2.68,1.24,32.12
-111.91454_40.617895,centroid_350,42.91,16.21,3.78,1.41,35.69
-111.917798_40.669424,centroid_351,47.72,14.9,2.73,1.46,33.18
-111.917933_40.759681,centroid_352,58.15,11.62,1.92,1.15,27.16
-111.918759_40.997252,centroid_353,44.1,15.44,0.53,3.33,36.6
-111.919045_40.377528,centroid_354,30.8,18.58,12.77,0.75,37.11
-111.919316_40.979235,centroid_355,44.01,14.8,0.55,2.87,37.77
-111.919332_40.871186,centroid_356,61.97,10.84,1.01,1.38,24.8
-111.919482_41.118309,centroid_357,49.88,13.85,0.48,2.38,33.4
-111.921111_40.678954,centroid_358,47.07,14.96,2.82,1.35,33.8
-111.921231_40.88004,centroid_359,60.39,10.98,0.91,1.61,26.1
-111.922588_40.558313,centroid_360,40.25,16.93,4.31,1.58,36.94
-111.92275_40.786583,centroid_361,62.52,10.9,1.37,1.25,23.96
-111.923191_40.47861,centroid_362,36.66,18.0,9.35,1.22,34.77
-111.924105_40.777249,centroid_363,62.05,11.12,1.48,1.3,24.05
-111.924804_40.335698,centroid_364,28.36,18.51,12.3,0.86,39.97
-111.925071_41.155453,centroid_365,48.43,14.97,0.57,3.34,32.69
-111.925578_40.604733,centroid_366,42.47,16.8,3.89,1.4,35.43
-111.925846_41.030577,centroid_367,43.61,15.38,0.65,3.36,37.0
-111.926215_40.744741,centroid_368,54.94,12.86,2.0,1.12,29.07
-111.926241_40.851811,centroid_369,65.27,9.86,0.79,1.13,22.94
-111.927711_40.736088,centroid_370,53.52,13.76,2.25,1.08,29.39
-111.928688_40.399346,centroid_371,31.17,18.59,13.42,0.82,36.0
-111.928991_40.65544,centroid_372,45.0,15.53,2.99,1.55,34.92
-111.929727_41.081537,centroid_373,49.67,14.12,0.46,2.66,33.09
-111.929731_40.530127,centroid_374,38.72,16.9,5.12,1.59,37.67
-111.930032_41.01509,centroid_375,42.68,15.43,0.62,2.9,38.37
-111.930398_40.690919,centroid_376,47.42,14.56,2.62,1.26,34.13
