centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-112.061717_41.261283,centroid_575,59.53,10.75,0.13,1.75,27.83
-112.062091_40.612222,centroid_576,56.73,13.43,1.52,2.82,25.5
-112.063742_41.070749,centroid_577,73.46,7.63,0.15,1.16,17.61
-112.06381_40.509627,centroid_578,45.33,15.81,2.48,1.55,34.83
-112.066518_41.183627,centroid_579,65.42,10.16,0.16,1.52,22.73
-112.07398_41.145399,centroid_580,71.39,8.12,0.19,1.2,19.1
-112.074928_41.158589,centroid_581,70.22,8.46,0.14,1.22,19.96
-112.075156_41.169796,centroid_582,68.39,9.25,0.26,1.35,20.75
-112.076139_40.690921,centroid_583,62.79,10.36,0.63,1.81,24.42
-112.077923_40.708853,centroid_584,63.06,10.1,0.53,1.39,24.91
-112.078284_41.202736,centroid_585,64.24,10.22,0.18,1.44,23.92
-112.078782_41.110175,centroid_586,75.45,6.87,0.16,1.02,16.5
-112.078848_40.700035,centroid_587,64.01,10.31,0.56,1.69,23.43
-112.086272_41.136578,centroid_588,74.84,7.22,0.16,1.04,16.75
-112.092658_41.171545,centroid_589,71.89,7.97,0.12,1.13,18.89
-112.098484_40.696911,centroid_590,62.58,10.49,0.53,2.04,24.35
-112.101679_40.709435,centroid_591,63.01,10.12,0.39,1.66,24.82
-112.1043_41.103239,centroid_592,78.73,5.96,0.1,0.8,14.41
-112.107403_41.287287,centroid_593,66.67,9.36,0.11,1.36,22.5
-112.123063_41.734328,centroid_594,18.1,22.16,0.08,1.33,58.33
-112.124018_41.174112,centroid_595,80.07,5.62,0.07,0.8,13.45
-112.155021_41.709816,centroid_596,16.86,22.18,0.12,1.53,59.31
-112.167066_41.621077,centroid_597,23.05,20.23,0.09,1.59,55.04
-112.181054_41.710585,centroid_598,17.82,22.41,0.09,1.79,57.89
-112.267332_40.622361,centroid_599,63.08,9.79,0.27,1.38,25.48
-112.278959_40.546065,centroid_600,67.13,8.35,0.3,1.46,22.76
-112.28466_40.556315,centroid_601,69.13,8.09,0.25,1.35,21.18
-112.286172_40.536135,centroid_602,66.56,8.87,0.32,1.66,22.58
-112.286607_40.526169,centroid_603,65.28,9.42,0.28,1.75,23.27
-112.289386_40.545078,centroid_604,68.24,8.18,0.26,1.53,21.79
-112.303612_40.627414,centroid_605,68.0,8.66,0.14,1.41,21.79
-112.307294_40.523776,centroid_606,67.12,8.72,0.34,1.81,22.01
-112.307624_40.54359,centroid_607,69.22,8.07,0.28,1.64,20.78
-112.308397_40.639212,centroid_608,69.28,8.8,0.12,1.41,20.4
-112.320972_40.516891,centroid_609,68.07,8.04,0.27,1.61,22.01
-112.332731_40.572103,centroid_610,72.06,7.13,0.06,1.3,19.45
-112.371582_40.420927,centroid_611,64.6,7.59,0.22,1.68,25.9
-112.406054_40.607924,centroid_612,71.45,7.14,0.01,1.45,19.95
-112.425961_41.80798,centroid_613,14.99,28.61,0.07,1.2,55.13
-112.460734_40.594616,centroid_614,73.67,6.44,0.01,1.22,18.67
-112.500689_40.850611,centroid_615,60.93,12.55,0.02,0.85,25.65
-113.660482_40.562716,centroid_616,0.08,1.69,0.0,0.0,98.24
