centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.62903_40.214505,centroid_41,26.08,25.34,1.15,0.81,46.62
-111.629498_40.123103,centroid_42,27.56,25.04,0.6,0.74,46.06
-111.632447_40.106182,centroid_43,28.3,25.17,0.53,0.77,45.23
-111.634914_40.233733,centroid_44,25.11,24.88,1.58,0.81,47.63
-111.635536_40.253363,centroid_45,24.01,25.61,2.64,0.82,46.91
-111.636945_40.2272,centroid_46,25.87,24.18,1.42,0.84,47.69
-111.638428_40.240275,centroid_47,24.18,23.99,2.02,0.81,48.99
-111.638558_40.096336,centroid_48,29.59,24.15,0.38,0.75,45.13
-111.640686_40.258373,centroid_49,23.93,24.29,2.75,0.89,48.15
-111.64194_40.218808,centroid_50,26.17,23.96,1.22,0.8,47.85
-111.646087_40.11793,centroid_51,28.98,23.36,0.76,0.74,46.16
-111.646814_40.276497,centroid_52,23.45,24.09,2.76,0.8,48.9
-111.64752_40.29044,centroid_53,23.17,24.98,3.07,0.84,47.94
-111.64757_40.110315,centroid_54,30.2,23.52,0.68,0.7,44.9
-111.64853_40.2644,centroid_55,23.97,23.93,2.67,0.81,48.62
-111.648661_40.251416,centroid_56,24.44,24.95,2.71,0.8,47.09
-111.649372_40.230038,centroid_57,26.08,23.5,1.63,0.74,48.06
-111.650703_40.240069,centroid_58,25.75,23.87,2.42,0.77,47.19
-111.650786_40.236052,centroid_59,25.7,22.7,1.85,0.78,48.97
-111.650822_40.243418,centroid_60,24.82,23.86,2.55,0.85,47.92
-111.65995_40.25576,centroid_61,25.09,23.49,2.54,0.81,48.07
-111.660551_40.232836,centroid_62,26.38,23.69,2.17,0.77,46.99
-111.66172_40.114122,centroid_63,31.08,23.68,0.9,0.71,43.64
-111.662169_40.242473,centroid_64,26.3,23.57,2.31,0.78,47.03
-111.662305_40.280341,centroid_65,23.58,23.07,2.81,0.8,49.74
-111.662739_40.083359,centroid_66,31.59,23.83,0.4,0.77,43.41
-111.66314_40.048822,centroid_67,31.49,23.32,0.43,0.67,44.09
-111.666038_40.25546,centroid_68,25.87,23.19,2.34,0.79,47.8
-111.667578_40.222519,centroid_69,26.62,23.78,1.92,0.73,46.95
-111.667748_40.104488,centroid_70,31.45,23.94,0.88,0.74,43.0
-111.66852_40.0218,centroid_71,29.05,26.44,0.55,0.64,43.32
-111.669581_40.31791,centroid_72,23.48,23.74,4.14,0.79,47.85
-111.670525_40.229905,centroid_73,26.17,23.24,2.16,0.77,47.66
-111.670583_40.241261,centroid_74,26.12,23.21,2.14,0.85,47.68
-111.672308_40.260179,centroid_75,26.02,22.92,2.64,0.85,47.59
-111.675307_40.307781,centroid_76,24.16,23.51,4.0,0.89,47.45
-111.675375_40.216548,centroid_77,27.41,23.19,1.85,0.77,46.78
-111.67667_40.301024,centroid_78,25.18,22.51,3.79,0.81,47.7
-111.677531_40.272456,centroid_79,25.45,23.21,2.87,0.79,47.68
-111.678764_40.248673,centroid_80,26.45,23.6,2.42,0.72,46.82
-111.679132_40.28629,centroid_81,25.27,23.72,3.36,0.82,46.84
-111.679405_40.239153,centroid_82,25.97,22.55,1.97,0.81,48.69
-111.680296_40.293406,centroid_83,25.39,22.99,3.79,0.84,46.99
-111.680631_41.034586,centroid_84,51.35,16.75,2.11,2.23,27.57
-111.680815_40.04626,centroid_85,30.07,24.74,0.46,0.73,44.01
-111.683992_40.330432,centroid_86,24.55,23.08,4.74,0.79,46.84
-111.688027_40.253105,centroid_87,26.87,22.41,2.53,0.79,47.4
-111.688126_40.26641,centroid_88,25.69,22.35,3.13,0.77,48.06
-111.690637_40.315477,centroid_89,25.99,22.66,4.52,0.82,46.01
-111.690945_40.341445,centroid_90,24.6,22.6,5.02,0.79,46.98
-111.691222_40.229559,centroid_91,27.48,22.46,2.01,0.8,47.25
-111.692342_40.305926,centroid_92,26.78,22.5,4.32,0.83,45.57
-111.692399_40.281249,centroid_93,27.16,22.33,3.8,0.79,45.91
-111.694003_40.137893,centroid_94,33.28,22.75,1.04,0.76,42.16
-111.696181_40.323257,centroid_95,25.58,22.62,4.5,0.76,46.54
-111.699522_40.29005,centroid_96,27.78,22.03,3.99,0.79,45.42
-111.700685_40.237922,centroid_97,28.4,22.15,2.3,0.8,46.35
-111.700895_40.330228,centroid_98,25.0,22.72,4.86,0.77,46.65
-111.703961_40.267811,centroid_99,28.27,21.43,3.39,0.8,46.11
-111.704086_40.278152,centroid_100,28.56,22.46,3.96,0.77,44.24
-111.705269_40.300141,centroid_101,27.31,22.74,4.62,0.84,44.48
-111.707002_40.356894,centroid_102,25.64,22.35,5.39,0.77,45.86
-111.707774_40.249038,centroid_103,30.43,21.46,3.17,0.78,44.17
-111.710463_40.344773,centroid_104,25.23,22.91,5.43,0.79,45.64
-111.712872_40.307984,centroid_105,27.92,22.55,5.0,0.83,43.69
-111.713951_40.325992,centroid_106,26.88,21.6,5.09,0.83,45.6
-111.715583_40.369104,centroid_107,27.43,22.38,5.87,0.8,43.52
-111.716827_40.286662,centroid_108,29.48,21.69,4.54,0.8,43.48
-111.716853_40.038209,centroid_109,28.49,24.58,0.77,0.71,45.45
-111.716874_40.293379,centroid_110,28.33,21.72,4.46,0.77,44.72
-111.718073_40.31855,centroid_111,27.22,22.09,4.9,0.77,45.02
-111.720009_40.301039,centroid_112,28.6,21.13,4.69,0.78,44.8
-111.721079_40.216928,centroid_113,34.11,21.49,2.48,0.85,41.07
-111.722361_40.273057,centroid_114,30.48,21.16,4.26,0.75,43.34
-111.725362_40.356218,centroid_115,26.65,21.89,5.58,0.8,45.08
-111.727036_40.048777,centroid_116,29.51,23.7,0.93,0.65,45.21
-111.728061_40.280467,centroid_117,31.19,21.15,4.51,0.76,42.39
-111.729658_40.367083,centroid_118,27.21,21.93,5.73,0.81,44.33
-111.730211_40.031261,centroid_119,28.74,24.87,1.18,0.65,44.56
-111.733955_40.340267,centroid_120,28.29,21.57,5.66,0.75,43.73
-111.737492_40.300907,centroid_121,29.75,20.69,5.23,0.77,43.56
-111.738181_41.040237,centroid_122,57.58,13.55,1.58,2.26,25.03
-111.740352_40.381469,centroid_123,29.69,21.33,6.22,0.77,41.99
-111.740466_40.017394,centroid_124,25.36,23.92,1.19,0.66,48.86
-111.743288_40.032656,centroid_125,26.81,24.7,1.33,0.72,46.44
-111.744123_40.285687,centroid_126,31.72,20.66,5.05,0.78,41.79
-111.744399_40.593159,centroid_127,35.34,38.41,6.92,0.43,18.9
-111.749055_41.125046,centroid_128,51.3,15.93,0.96,3.36,28.46
-111.75038_40.303888,centroid_129,30.69,20.33,5.41,0.75,42.82
-111.751071_40.360975,centroid_130,29.84,21.6,5.99,0.81,41.76
-111.751631_40.402618,centroid_131,30.67,20.26,6.55,0.77,41.75
-111.755119_40.37103,centroid_132,29.96,20.83,6.18,0.75,42.27
-111.758195_40.383894,centroid_133,31.72,20.38,6.54,0.74,40.64
-111.75884_40.421882,centroid_134,33.17,19.36,7.11,0.74,39.63
-111.760547_40.052672,centroid_135,28.68,22.2,1.31,0.68,47.13
-111.761646_40.399297,centroid_136,32.95,19.85,6.73,0.72,39.75
-111.76706_40.445054,centroid_137,34.61,18.7,7.23,0.76,38.7
-111.767634_40.363462,centroid_138,30.87,20.36,6.84,0.76,41.17
-111.770417_40.46392,centroid_139,35.71,18.18,7.54,0.7,37.86
-111.770737_40.73081,centroid_140,62.19,12.56,4.94,0.87,19.45
-111.773142_39.968359,centroid_141,25.34,22.91,0.88,0.68,50.18
-111.780287_41.669812,centroid_142,33.47,19.03,0.52,2.93,44.06
-111.7804_40.378335,centroid_143,31.82,20.37,7.32,0.75,39.74
-111.784488_40.390123,centroid_144,31.82,19.03,7.15,0.75,41.24
-111.786278_39.970777,centroid_145,25.6,22.52,0.62,0.7,50.57
-111.787217_39.984341,centroid_146,26.18,21.71,0.89,0.6,50.63
-111.789625_40.369928,centroid_147,31.78,20.04,7.22,0.73,40.24
-111.790522_40.421003,centroid_148,37.04,18.82,7.55,0.77,35.82
-111.79156_40.60039,centroid_149,54.03,14.43,8.72,0.7,22.12
-111.792477_40.674211,centroid_150,60.53,12.3,5.46,0.78,20.94
-111.793161_40.447365,centroid_151,39.32,17.42,7.54,0.72,35.0
-111.794628_41.782695,centroid_152,27.14,20.94,0.24,2.38,49.29
-111.79482_41.308173,centroid_153,50.78,15.92,0.45,3.03,29.82
-111.797104_41.75237,centroid_154,28.11,21.8,0.26,2.01,47.83
-111.801658_40.599156,centroid_155,55.72,13.6,7.77,0.69,22.22
-111.804059_40.615886,centroid_156,56.65,13.36,7.31,0.71,21.96
-111.807543_40.385992,centroid_157,33.29,18.94,7.65,0.73,39.4
-111.807684_40.395088,centroid_158,33.44,19.14,7.75,0.76,38.91
-111.809458_40.402597,centroid_159,33.64,19.04,7.66,0.8,38.86
-111.809883_41.746672,centroid_160,29.13,21.35,0.23,1.93,47.36
-111.809951_41.727347,centroid_161,30.94,21.12,0.23,1.89,45.81
-111.81092_40.693486,centroid_162,63.25,10.95,3.11,0.99,21.7
-111.811418_40.681534,centroid_163,62.66,10.79,3.12,1.04,22.38
-111.812698_40.705096,centroid_164,63.52,10.61,3.16,1.04,21.67
-111.812843_40.738205,centroid_165,64.95,10.61,3.07,0.89,20.49
-111.814136_40.668241,centroid_166,61.79,11.52,3.95,0.85,21.88
-111.815852_40.425107,centroid_167,39.39,17.47,7.74,0.72,34.68
-111.815956_41.688693,centroid_168,31.24,20.96,0.28,2.06,45.45
-111.817619_40.414016,centroid_169,37.2,18.63,8.12,0.73,35.33
-111.818116_41.792341,centroid_170,26.83,22.78,0.28,2.09,48.01
-111.818358_40.725601,centroid_171,64.71,10.43,2.69,0.93,21.24
-111.818717_40.457745,centroid_172,45.78,15.26,7.89,0.64,30.43
-111.818751_41.747656,centroid_173,29.26,22.0,0.25,2.06,46.43
-111.818861_40.583571,centroid_174,55.49,13.73,6.45,0.76,23.57
-111.819036_40.550046,centroid_175,50.66,14.94,7.89,0.79,25.72
-111.81914_40.389094,centroid_176,34.14,18.51,8.02,0.7,38.64
-111.819413_40.628684,centroid_177,58.94,12.67,5.77,0.8,21.82
-111.819544_41.833667,centroid_178,25.41,22.36,0.22,1.88,50.14
-111.820542_41.753457,centroid_179,29.52,21.62,0.26,2.01,46.59
-111.820548_41.709977,centroid_180,31.22,20.47,0.26,1.86,46.2
-111.821178_40.598865,centroid_181,57.14,13.4,5.87,0.85,22.75
-111.821453_41.940066,centroid_182,22.41,23.13,0.15,1.91,52.39
-111.822335_41.768353,centroid_183,27.53,21.47,0.2,1.87,48.93
-111.822358_40.647882,centroid_184,60.33,12.24,4.69,0.86,21.89
-111.822423_40.608806,centroid_185,57.32,13.09,5.52,0.9,23.18
-111.822675_41.731046,centroid_186,29.89,21.14,0.26,1.99,46.72
-111.822761_40.72054,centroid_187,65.2,10.61,2.58,0.95,20.66
-111.82303_40.590995,centroid_188,56.69,12.77,5.72,0.83,23.99
-111.824953_41.739378,centroid_189,30.12,22.07,0.23,1.96,45.62
-111.824977_40.368113,centroid_190,35.89,18.36,7.85,0.69,37.22
-111.825164_40.574221,centroid_191,55.66,13.49,5.88,0.79,24.18
-111.825315_40.618717,centroid_192,58.15,12.66,5.06,0.85,23.29
-111.827578_40.565723,centroid_193,54.32,13.45,6.11,0.78,25.34
-111.83104_41.630386,centroid_194,32.68,21.56,0.24,2.18,43.35
-111.831768_40.76318,centroid_195,66.99,10.36,2.98,0.75,18.92
-111.831813_40.693661,centroid_196,63.26,10.45,2.47,0.89,22.93
-111.832737_40.737207,centroid_197,65.64,10.27,2.48,0.88,20.74
-111.833836_40.729518,centroid_198,65.66,10.22,2.41,0.86,20.86
-111.834129_40.680721,centroid_199,63.44,10.73,2.56,0.92,22.35
-111.834551_40.405548,centroid_200,36.5,18.44,8.53,0.73,35.8
-111.834821_41.571693,centroid_201,33.49,21.71,0.41,2.55,41.84
-111.834867_40.534818,centroid_202,50.29,14.57,7.96,0.73,26.45
-111.835416_40.668251,centroid_203,61.89,10.73,2.62,0.88,23.88
-111.836125_40.745913,centroid_204,66.28,10.27,2.77,0.75,19.94
-111.83622_40.705081,centroid_205,64.24,10.12,2.29,0.85,22.5
-111.836308_40.752159,centroid_206,66.36,10.17,2.73,0.79,19.95
-111.840653_40.425278,centroid_207,42.46,16.26,8.48,0.66,32.14
-111.841414_40.598136,centroid_208,57.41,12.19,4.02,0.87,25.51
-111.84258_41.724841,centroid_209,30.53,21.09,0.21,1.9,46.26
-111.842757_41.742672,centroid_210,28.27,21.55,0.19,1.84,48.15
-111.842942_41.839116,centroid_211,25.85,22.15,0.18,1.85,49.97
-111.843074_40.502221,centroid_212,47.91,16.22,9.59,0.63,25.65
-111.843206_41.758231,centroid_213,28.17,21.41,0.17,1.91,48.35
-111.84356_40.547135,centroid_214,54.7,12.86,5.42,0.87,26.15
-111.8435_40.66169,centroid_215,62.75,10.85,2.52,0.88,23.0
-111.844289_40.587869,centroid_216,57.54,12.57,4.34,0.88,24.67
-111.844394_40.620095,centroid_217,60.33,11.65,3.67,0.85,23.5
-111.844503_40.64516,centroid_218,60.96,11.09,2.98,0.94,24.02
-111.844773_40.571257,centroid_219,56.35,12.64,4.81,0.85,25.34
-111.845813_40.635795,centroid_220,60.96,11.36,3.25,0.92,23.51
-111.846344_39.973192,centroid_221,21.35,21.99,1.61,0.69,54.36
-111.847221_40.715345,centroid_222,64.9,10.13,2.11,0.9,21.96
-111.847278_40.874379,centroid_223,70.79,9.02,1.6,1.21,17.38
-111.847386_40.628148,centroid_224,60.15,11.54,3.26,0.88,24.17
-111.847776_40.729553,centroid_225,66.33,10.03,2.2,0.87,20.57
-111.847802_40.608397,centroid_226,58.71,11.81,3.7,0.87,24.92
-111.847845_40.746043,centroid_227,66.61,9.77,2.12,0.83,20.67
-111.848384_40.73777,centroid_228,65.91,9.85,2.08,0.81,21.35
-111.848461_40.692693,centroid_229,64.35,10.37,2.19,0.89,22.2
-111.848521_40.654587,centroid_230,62.11,10.98,2.83,0.86,23.22
-111.849339_40.679694,centroid_231,62.9,10.46,2.27,0.91,23.46
-111.850591_40.407356,centroid_232,39.74,17.41,8.92,0.72,33.2
-111.851178_40.385298,centroid_233,38.78,17.32,8.62,0.71,34.57
-111.852251_40.722852,centroid_234,65.73,10.1,1.99,0.88,21.31
-111.852338_41.678225,centroid_235,32.59,20.74,0.19,1.98,44.49
-111.852681_40.709441,centroid_236,64.94,9.99,2.06,0.89,22.12
-111.852811_41.296207,centroid_237,51.84,14.57,0.39,2.82,30.37
-111.854272_41.721677,centroid_238,30.02,20.7,0.23,1.85,47.2
-111.857382_40.764701,centroid_239,67.95,9.56,2.02,0.88,19.59
-111.857441_40.756731,centroid_240,67.9,9.48,1.98,0.86,19.79
-111.857552_40.781281,centroid_241,68.54,9.82,2.05,0.93,18.66
-111.858454_40.399603,centroid_242,40.07,17.02,8.82,0.68,33.4
-111.858486_40.371842,centroid_243,41.37,15.81,8.56,0.69,33.58
-111.858701_40.423438,centroid_244,44.87,15.68,9.42,0.67,29.36
-111.859304_40.657416,centroid_245,61.9,10.55,2.44,0.91,24.19
-111.859405_40.641452,centroid_246,60.92,11.15,2.93,0.89,24.11
-111.861182_40.536773,centroid_247,54.45,12.7,5.11,0.93,26.81
-111.861626_40.572519,centroid_248,58.43,11.97,3.9,0.94,24.76
-111.861722_40.729313,centroid_249,66.36,9.74,1.93,0.87,21.11
-111.86177_40.877164,centroid_250,72.11,8.92,1.4,1.42,16.16
-111.86226_40.737444,centroid_251,67.42,9.64,1.81,0.87,20.26
-111.862514_40.669789,centroid_252,63.22,10.54,2.12,0.97,23.15
-111.862619_40.602573,centroid_253,59.73,11.51,3.47,0.96,24.33
-111.862851_40.865278,centroid_254,71.63,8.69,1.27,1.37,17.03
-111.862856_40.745607,centroid_255,68.13,9.38,1.81,0.89,19.79
-111.86297_40.551209,centroid_256,56.31,12.49,4.51,0.93,25.76
-111.863208_40.77244,centroid_257,68.19,9.59,2.14,0.89,19.19
-111.863557_40.681382,centroid_258,63.89,10.08,2.14,0.98,22.92
-111.863717_40.692769,centroid_259,64.19,10.07,2.0,0.88,22.86
-111.863983_40.894304,centroid_260,69.37,9.65,1.4,1.59,17.99
-111.864303_40.704178,centroid_261,64.53,9.93,1.9,0.91,22.73
-111.864406_40.588712,centroid_262,59.06,11.85,3.73,0.91,24.45
-111.864857_40.615566,centroid_263,59.49,11.64,3.26,0.97,24.65
-111.865394_40.492158,centroid_264,48.87,14.73,9.81,0.59,26.0
-111.865449_40.625868,centroid_265,60.15,11.22,3.12,1.0,24.51
-111.866206_41.635103,centroid_266,32.51,20.26,0.14,2.03,45.06
-111.866862_40.755854,centroid_267,68.78,9.23,1.88,0.82,19.29
-111.866996_40.765141,centroid_268,68.38,9.24,1.82,0.85,19.71
-111.868916_40.915806,centroid_269,68.36,10.14,1.35,1.74,18.39
-111.870361_40.504081,centroid_270,49.95,14.78,8.99,0.79,25.49
-111.871449_40.717463,centroid_271,65.9,9.76,1.77,0.84,21.74
-111.872719_40.562795,centroid_272,56.53,12.08,3.79,0.98,26.62
-111.873091_40.426072,centroid_273,45.65,15.26,9.69,0.71,28.68
-111.873714_40.779573,centroid_274,69.91,9.02,1.72,0.94,18.41
-111.874022_40.655416,centroid_275,63.14,10.88,2.15,1.04,22.79
-111.874406_40.676796,centroid_276,63.31,10.23,2.03,0.95,23.48
-111.875063_40.37769,centroid_277,45.5,14.91,8.84,0.65,30.1
-111.875311_40.772914,centroid_278,70.18,8.69,1.68,0.9,18.54
-111.875367_40.636096,centroid_279,60.56,11.2,2.71,0.88,24.64
-111.875672_40.513778,centroid_280,52.99,13.41,7.22,0.83,25.56
-111.875781_40.754422,centroid_281,68.01,9.31,1.62,0.86,20.2
-111.875818_40.764404,centroid_282,70.14,8.73,1.71,0.89,18.54
-111.876157_41.714552,centroid_283,30.08,20.44,0.15,1.79,47.54
-111.877445_40.669124,centroid_284,63.57,10.34,2.06,1.01,23.01
-111.877468_40.70068,centroid_285,64.93,9.91,1.85,0.9,22.4
-111.879471_40.73788,centroid_286,67.53,9.38,1.9,0.86,20.33
-111.87952_40.575392,centroid_287,57.62,11.88,3.52,0.96,26.02
-111.879796_40.729599,centroid_288,67.8,9.42,1.72,0.83,20.23
-111.880198_40.625922,centroid_289,61.08,11.36,2.96,0.91,23.69
-111.880264_40.947095,centroid_290,63.12,11.07,1.08,2.25,22.48
-111.880271_40.536113,centroid_291,54.87,12.51,4.72,1.01,26.89
-111.880354_40.649455,centroid_292,61.06,10.68,2.32,1.0,24.95
-111.880422_40.58988,centroid_293,58.77,11.64,3.41,1.02,25.15
-111.880898_40.614977,centroid_294,59.73,11.09,3.22,1.03,24.93
-111.881104_40.917952,centroid_295,66.17,10.47,1.21,1.74,20.42
-111.881334_40.682113,centroid_296,64.67,10.14,2.08,0.91,22.2
-111.881354_40.549923,centroid_297,55.98,12.14,3.89,0.99,27.0
-111.881768_40.480941,centroid_298,49.48,14.57,10.01,0.68,25.25
-111.881785_40.444442,centroid_299,48.73,14.74,10.12,0.68,25.73
-111.88196_40.764527,centroid_300,68.13,8.91,1.5,0.88,20.57
-111.882175_40.745419,centroid_301,67.89,9.13,1.65,0.84,20.49
-111.882194_40.395414,centroid_302,46.26,15.01,9.2,0.7,28.83
-111.882269_40.694385,centroid_303,64.74,9.94,1.95,0.9,22.47
-111.882317_40.900031,centroid_304,68.12,9.72,1.21,1.39,19.57
-111.88253_40.715604,centroid_305,65.03,9.75,1.83,0.93,22.46
-111.882661_40.889559,centroid_306,69.92,9.13,1.12,1.23,18.6
-111.882759_40.754432,centroid_307,68.39,9.08,1.55,0.86,20.11
-111.882872_40.847279,centroid_308,73.12,8.33,1.18,1.25,16.13
-111.883523_40.60328,centroid_309,59.15,11.67,3.17,0.99,25.03
-111.883623_40.293274,centroid_310,46.51,14.31,7.91,0.68,30.59
-111.883824_40.876949,centroid_311,72.48,8.31,1.07,1.18,16.97
-111.883872_40.77208,centroid_312,69.96,8.7,1.59,0.84,18.91
-111.884464_40.976161,centroid_313,64.44,10.29,0.76,2.52,21.99
-111.884545_40.862897,centroid_314,73.67,7.9,1.06,1.17,16.2
-111.885089_40.792854,centroid_315,72.9,8.2,1.46,0.92,16.52
-111.886449_40.511462,centroid_316,53.04,13.44,7.34,0.79,25.37
-111.891352_40.929521,centroid_317,62.01,11.07,0.94,1.85,24.12
-111.892787_40.773742,centroid_318,70.1,8.83,1.49,0.87,18.71
-111.893005_40.414866,centroid_319,46.01,15.12,10.56,0.63,27.68
-111.893719_40.689976,centroid_320,64.65,10.21,2.01,0.92,22.2
-111.894162_40.67293,centroid_321,63.3,10.55,1.9,0.96,23.29
-111.894345_40.63967,centroid_322,61.47,10.98,2.19,1.06,24.3
-111.894446_40.759154,centroid_323,69.58,8.74,1.56,0.83,19.29
-111.894572_40.738365,centroid_324,68.35,9.15,1.64,0.82,20.04
-111.895844_40.780716,centroid_325,71.48,8.64,1.37,0.83,17.68
-111.895943_40.618485,centroid_326,59.98,11.34,2.8,0.96,24.91
-111.896706_40.598219,centroid_327,59.06,11.3,3.13,1.02,25.49
-111.897019_40.835373,centroid_328,74.6,7.58,0.96,1.04,15.82
-111.898457_40.431784,centroid_329,47.57,14.82,10.43,0.73,26.46
-111.898477_41.004626,centroid_330,61.2,11.27,0.51,2.67,24.35
-111.898566_40.848982,centroid_331,75.49,7.0,0.85,0.86,15.8
-111.898917_40.712146,centroid_332,66.2,9.54,1.76,0.89,21.61
-111.900611_40.763008,centroid_333,70.41,8.82,1.45,0.82,18.49
-111.901059_40.577081,centroid_334,58.41,11.92,3.21,1.08,25.39
-111.901096_40.381123,centroid_335,46.32,14.63,9.8,0.62,28.64
-111.90145_40.313771,centroid_336,47.32,13.67,8.41,0.69,29.91
-111.903059_40.494693,centroid_337,52.11,13.6,7.36,0.75,26.19
-111.903409_40.874213,centroid_338,74.0,7.5,0.86,0.94,16.71
-111.90514_41.046788,centroid_339,59.84,11.96,0.48,2.85,24.88
-111.905287_40.777647,centroid_340,71.31,8.17,1.32,0.85,18.35
-111.905345_40.512322,centroid_341,53.12,12.82,6.38,0.87,26.81
-111.90667_40.768582,centroid_342,71.2,8.25,1.4,0.78,18.37
-111.908197_40.548717,centroid_343,55.94,12.07,3.24,1.12,27.63
-111.909774_40.60506,centroid_344,59.85,11.59,2.92,0.97,24.67
-111.91017_40.344548,centroid_345,44.78,14.35,9.6,0.71,30.56
-111.910584_40.640952,centroid_346,62.13,10.97,2.11,1.13,23.66
-111.911927_40.404989,centroid_347,46.17,14.85,10.37,0.65,27.97
-111.912153_40.657018,centroid_348,62.39,10.64,2.13,1.09,23.74
-111.913802_40.69076,centroid_349,64.92,10.11,1.85,0.86,22.26
-111.91454_40.617895,centroid_350,60.06,11.34,2.64,0.98,24.97
-111.917798_40.669424,centroid_351,64.06,10.25,1.88,1.0,22.81
-111.917933_40.759681,centroid_352,69.78,8.39,1.38,0.83,19.61
-111.918759_40.997252,centroid_353,56.8,11.93,0.41,2.57,28.29
-111.919045_40.377528,centroid_354,45.67,14.59,10.02,0.59,29.13
-111.919316_40.979235,centroid_355,59.83,10.62,0.4,2.06,27.1
-111.919332_40.871186,centroid_356,76.3,6.76,0.63,0.86,15.46
-111.919482_41.118309,centroid_357,58.52,11.46,0.4,1.97,27.64
-111.921111_40.678954,centroid_358,63.78,10.24,1.93,0.92,23.13
-111.921231_40.88004,centroid_359,75.16,6.89,0.57,1.01,16.37
-111.922588_40.558313,centroid_360,56.99,12.18,3.1,1.14,26.59
-111.92275_40.786583,centroid_361,72.37,8.03,1.01,0.92,17.66
-111.923191_40.47861,centroid_362,52.07,13.62,7.08,0.92,26.31
-111.924105_40.777249,centroid_363,72.48,8.06,1.08,0.94,17.44
-111.924804_40.335698,centroid_364,42.94,14.74,9.8,0.69,31.83
-111.925071_41.155453,centroid_365,58.56,12.03,0.45,2.69,26.27
-111.925578_40.604733,centroid_366,60.29,11.6,2.69,0.97,24.46
-111.925846_41.030577,centroid_367,56.39,11.9,0.5,2.6,28.62
-111.926215_40.744741,centroid_368,68.16,9.09,1.42,0.79,20.55
-111.926241_40.851811,centroid_369,77.33,6.44,0.52,0.74,14.97
-111.927711_40.736088,centroid_370,67.34,9.67,1.58,0.76,20.65
-111.928688_40.399346,centroid_371,45.69,14.66,10.59,0.65,28.41
-111.928991_40.65544,centroid_372,62.83,10.5,2.02,1.05,23.6
-111.929727_41.081537,centroid_373,59.5,11.36,0.37,2.14,26.63
-111.929731_40.530127,centroid_374,55.46,12.28,3.72,1.15,27.38
-111.930032_41.01509,centroid_375,55.92,11.87,0.47,2.23,29.5
-111.930398_40.690919,centroid_376,64.41,9.86,1.78,0.85,23.1
