centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.930969_40.511697,centroid_377,53.87,12.86,5.22,1.14,26.91
-111.931051_40.754179,centroid_378,69.2,8.84,1.3,0.89,19.77
-111.931138_41.046136,centroid_379,55.03,12.13,0.6,2.6,29.64
-111.93148_41.096188,centroid_380,60.66,11.35,0.48,2.0,25.51
-111.932342_40.761639,centroid_381,70.04,8.37,1.1,0.94,19.56
-111.93295_40.799939,centroid_382,74.0,7.32,0.88,0.94,16.86
-111.933313_40.675933,centroid_383,64.64,10.32,1.92,0.88,22.24
-111.934071_40.623527,centroid_384,61.31,11.3,2.2,1.11,24.08
-111.934084_40.592789,centroid_385,59.09,11.25,2.58,1.11,25.97
-111.934301_40.711598,centroid_386,65.8,9.85,1.64,0.75,21.95
-111.9393_41.227183,centroid_387,55.52,12.08,0.34,2.47,29.58
-111.939733_40.792705,centroid_388,72.99,7.67,0.83,0.9,17.61
-111.940056_40.641576,centroid_389,62.88,10.64,1.94,1.19,23.35
-111.940642_41.173851,centroid_390,56.95,12.02,0.42,2.23,28.38
-111.940766_41.217122,centroid_391,56.7,12.0,0.39,2.36,28.55
-111.941215_41.083909,centroid_392,60.09,11.53,0.39,1.91,26.08
-111.941272_41.056129,centroid_393,56.17,12.07,0.43,2.18,29.15
-111.941333_41.199064,centroid_394,58.64,11.9,0.43,2.4,26.63
-111.942532_41.247578,centroid_395,55.45,12.34,0.38,2.64,29.19
-111.942826_40.571728,centroid_396,58.2,12.02,2.8,1.3,25.68
-111.94356_40.777338,centroid_397,71.12,8.29,0.95,0.93,18.71
-111.943652_40.55176,centroid_398,57.11,11.9,2.87,1.27,26.86
-111.943836_40.686598,centroid_399,65.21,9.96,1.65,0.81,22.38
-111.9439_40.621723,centroid_400,61.44,10.8,2.2,1.11,24.46
-111.944043_40.590137,centroid_401,58.08,11.53,2.35,1.13,26.91
-111.944538_41.122226,centroid_402,60.53,11.47,0.35,1.91,25.74
-111.944691_40.706825,centroid_403,65.58,9.44,1.62,0.75,22.61
-111.94496_41.068263,centroid_404,58.41,11.9,0.39,2.11,27.18
-111.945068_40.79562,centroid_405,72.9,7.66,0.74,0.96,17.73
-111.946263_40.656115,centroid_406,63.61,10.67,1.88,1.0,22.84
-111.947187_40.692683,centroid_407,65.64,9.89,1.59,0.78,22.1
-111.947479_40.675709,centroid_408,65.29,10.03,1.71,0.89,22.08
-111.94759_41.019595,centroid_409,59.49,11.04,0.35,2.04,27.09
-111.948048_40.530825,centroid_410,55.98,12.42,3.11,1.32,27.16
-111.948176_40.512455,centroid_411,53.94,13.18,4.63,1.13,27.12
-111.948691_41.661653,centroid_412,29.77,19.82,0.18,1.89,48.34
-111.948758_41.154417,centroid_413,58.51,11.72,0.39,1.94,27.43
-111.94913_41.310725,centroid_414,53.33,12.73,0.3,2.64,31.01
-111.949585_41.260822,centroid_415,55.27,12.41,0.31,2.62,29.39
-111.953392_41.225632,centroid_416,57.96,11.28,0.32,2.15,28.29
-111.953453_41.197429,centroid_417,59.4,11.48,0.31,2.05,26.76
-111.953459_41.855698,centroid_418,19.68,22.62,0.1,1.59,56.0
-111.954802_41.318583,centroid_419,51.85,12.71,0.32,2.71,32.41
-111.956877_41.296637,centroid_420,53.6,12.54,0.34,2.63,30.89
-111.957299_40.616163,centroid_421,61.82,10.82,2.01,1.17,24.17
-111.957363_41.211189,centroid_422,58.42,11.41,0.29,1.99,27.89
-111.957765_40.632023,centroid_423,63.53,10.64,1.97,1.22,22.64
-111.95837_41.242293,centroid_424,56.5,12.2,0.37,2.31,28.63
-111.95845_40.60327,centroid_425,60.5,11.22,2.23,1.06,24.99
-111.958641_41.2164,centroid_426,58.74,11.83,0.3,2.1,27.02
-111.959008_41.176728,centroid_427,59.57,11.33,0.32,1.78,27.0
-111.959194_41.282302,centroid_428,54.31,12.49,0.42,2.57,30.21
-111.959583_40.660737,centroid_429,65.02,9.85,1.78,0.97,22.38
-111.960089_40.355034,centroid_430,34.58,17.21,11.27,0.77,36.17
-111.96022_40.690792,centroid_431,66.44,9.71,1.65,0.77,21.43
-111.960315_40.372252,centroid_432,35.64,17.52,12.03,0.68,34.12
-111.960869_40.488003,centroid_433,52.91,13.5,5.19,0.92,27.48
-111.961602_41.272077,centroid_434,54.34,12.65,0.38,2.63,30.0
-111.961721_40.675876,centroid_435,65.16,10.03,1.66,0.86,22.29
-111.962521_40.645717,centroid_436,63.8,10.02,1.78,1.06,23.34
-111.962649_40.588946,centroid_437,60.29,11.44,2.27,1.23,24.77
-111.963274_41.204051,centroid_438,58.45,11.33,0.31,1.83,28.09
-111.964209_41.226269,centroid_439,57.68,11.48,0.31,1.98,28.55
-111.964559_40.700084,centroid_440,67.35,9.23,1.52,0.76,21.15
-111.965115_41.2587,centroid_441,54.71,12.66,0.34,2.39,29.9
-111.965807_40.551035,centroid_442,57.69,11.95,2.51,1.44,26.41
-111.965989_40.708888,centroid_443,67.42,9.28,1.35,0.74,21.21
-111.96665_41.024307,centroid_444,63.83,10.0,0.32,1.72,24.14
-111.968218_41.193171,centroid_445,59.46,10.93,0.37,1.76,27.48
-111.968334_41.095162,centroid_446,59.43,11.43,0.44,1.88,26.82
-111.968683_41.082159,centroid_447,59.25,11.41,0.42,1.91,27.01
-111.9686_41.063783,centroid_448,59.31,11.55,0.32,1.87,26.95
-111.968726_40.772193,centroid_449,70.87,8.12,0.69,0.97,19.34
-111.969202_40.510658,centroid_450,54.74,12.96,4.07,1.06,27.17
-111.969521_40.688171,centroid_451,67.11,9.48,1.46,0.77,21.18
-111.971081_40.572403,centroid_452,59.7,11.66,2.32,1.41,24.91
-111.972082_40.616407,centroid_453,62.36,10.74,1.95,1.27,23.69
-111.972178_40.675112,centroid_454,66.63,9.85,1.55,0.91,21.06
-111.973179_41.226044,centroid_455,56.96,11.63,0.29,2.07,29.05
-111.973573_40.604184,centroid_456,61.49,11.14,2.12,1.17,24.08
-111.974005_40.531144,centroid_457,57.35,11.93,2.49,1.34,26.88
-111.974155_41.212538,centroid_458,57.82,11.28,0.28,1.79,28.82
-111.97438_41.203082,centroid_459,57.14,11.58,0.35,1.8,29.14
-111.975047_41.239805,centroid_460,55.07,11.66,0.22,2.06,30.99
-111.975796_40.631238,centroid_461,63.95,10.39,1.92,1.27,22.46
-111.975978_40.544886,centroid_462,58.72,11.98,2.37,1.44,25.49
-111.976022_40.660124,centroid_463,65.07,9.75,1.65,0.96,22.57
-111.977644_40.646834,centroid_464,65.25,10.16,1.68,1.07,21.84
-111.978806_41.179923,centroid_465,61.3,10.94,0.24,1.69,25.82
-111.979543_41.258746,centroid_466,54.65,12.03,0.26,2.28,30.79
-111.980286_41.169234,centroid_467,61.85,10.74,0.31,1.57,25.53
-111.980431_41.284824,centroid_468,54.18,12.69,0.34,2.51,30.28
-111.981298_41.04229,centroid_469,64.31,10.16,0.29,1.68,23.55
-111.981719_41.099645,centroid_470,61.84,11.33,0.37,1.8,24.65
-111.982206_40.688298,centroid_471,68.43,8.99,1.4,0.77,20.4
-111.982771_40.674941,centroid_472,67.79,9.56,1.42,0.99,20.25
-111.983151_41.326667,centroid_473,52.67,12.79,0.33,2.59,31.62
-111.983191_40.357191,centroid_474,30.49,18.73,12.1,0.89,37.78
-111.984192_40.558121,centroid_475,59.1,11.76,2.36,1.47,25.32
-111.985378_41.114437,centroid_476,61.26,10.8,0.35,1.79,25.8
-111.985541_40.628845,centroid_477,63.96,10.42,1.74,1.31,22.56
-111.98624_41.299845,centroid_478,52.81,12.2,0.29,2.5,32.2
-111.987143_41.054503,centroid_479,63.37,9.95,0.3,1.77,24.61
-111.987762_40.584366,centroid_480,61.09,10.82,2.07,1.33,24.69
-111.988183_40.486484,centroid_481,53.19,13.52,3.51,1.27,28.52
-111.989418_41.940102,centroid_482,17.39,22.56,0.13,1.56,58.35
-111.989566_41.095744,centroid_483,63.78,10.29,0.26,1.67,24.0
-111.989971_41.260981,centroid_484,54.13,12.23,0.23,2.35,31.06
-111.990743_40.700582,centroid_485,68.65,8.96,1.14,0.71,20.55
-111.992476_40.643452,centroid_486,66.02,9.97,1.49,1.1,21.42
-111.993479_40.59462,centroid_487,61.32,10.91,1.99,1.33,24.44
-111.993725_40.363105,centroid_488,29.69,18.77,11.35,0.98,39.21
-111.99379_41.081887,centroid_489,63.79,10.27,0.3,1.7,23.94
-111.994723_40.660784,centroid_490,67.22,9.52,1.31,1.03,20.91
-111.995243_40.572848,centroid_491,61.11,11.06,2.08,1.47,24.28
-111.995718_40.674288,centroid_492,67.35,9.23,1.23,0.97,21.23
-111.995826_40.616686,centroid_493,63.53,10.71,1.74,1.33,22.69
-111.996017_40.556347,centroid_494,60.14,11.46,2.34,1.49,24.57
-111.996204_40.688709,centroid_495,68.37,8.95,1.19,0.8,20.7
-111.99729_40.64703,centroid_496,66.53,9.79,1.43,1.15,21.1
-111.997813_41.188851,centroid_497,60.41,11.14,0.28,1.81,26.36
-111.998657_41.219744,centroid_498,56.19,11.86,0.23,1.89,29.82
-112.000428_41.31434,centroid_499,52.62,12.33,0.18,2.52,32.35
-112.000709_40.529665,centroid_500,57.14,11.81,2.43,1.45,27.17
-112.001492_40.541008,centroid_501,58.35,11.7,2.32,1.52,26.12
-112.001644_41.10941,centroid_502,66.28,9.75,0.35,1.62,21.99
-112.003382_41.521646,centroid_503,41.5,15.79,0.16,1.73,40.82
-112.003874_40.617978,centroid_504,63.98,10.69,1.78,1.4,22.16
-112.00425_40.70772,centroid_505,69.54,8.72,0.96,0.8,19.98
-112.004627_41.172579,centroid_506,63.46,11.0,0.22,1.65,23.67
-112.007187_40.662033,centroid_507,67.31,9.3,1.34,1.09,20.96
-112.007791_40.31239,centroid_508,27.67,18.74,12.38,0.9,40.3
-112.008483_41.516544,centroid_509,43.64,15.36,0.14,1.91,38.96
-112.008946_41.267921,centroid_510,53.07,12.27,0.27,2.18,32.2
-112.00913_40.645508,centroid_511,65.74,10.22,1.41,1.2,21.43
-112.009192_41.497793,centroid_512,42.87,15.66,0.17,1.98,39.32
-112.009729_40.483189,centroid_513,53.88,13.6,2.95,1.36,28.21
-112.010258_41.097492,centroid_514,66.24,9.86,0.23,1.58,22.09
-112.011518_40.558685,centroid_515,59.56,11.72,2.1,1.63,25.0
-112.011919_40.30206,centroid_516,27.42,18.94,12.09,0.9,40.65
-112.012235_40.493281,centroid_517,54.12,13.64,2.75,1.44,28.06
-112.012244_40.616436,centroid_518,64.38,10.56,1.61,1.51,21.95
-112.012293_40.678312,centroid_519,68.16,9.1,1.21,1.02,20.51
-112.013095_40.593192,centroid_520,62.39,11.27,1.94,1.57,22.82
-112.013694_41.081241,centroid_521,66.65,9.3,0.24,1.55,22.27
-112.013799_40.502771,centroid_522,55.31,13.11,2.73,1.26,27.59
-112.013847_40.514439,centroid_523,56.09,12.51,2.38,1.74,27.28
-112.013886_40.700084,centroid_524,68.67,8.82,1.02,0.85,20.65
-112.013913_40.68891,centroid_525,67.71,9.0,1.12,0.88,21.29
-112.015179_41.41467,centroid_526,50.99,12.34,0.2,2.34,34.13
-112.015221_40.634595,centroid_527,64.61,10.18,1.47,1.44,22.3
-112.015384_40.672285,centroid_528,68.66,9.13,1.07,1.04,20.1
-112.015703_40.627586,centroid_529,64.55,10.46,1.54,1.52,21.93
-112.016916_41.112229,centroid_530,66.73,9.67,0.32,1.52,21.75
-112.01748_40.360281,centroid_531,29.25,19.78,10.3,1.17,39.5
-112.017792_40.658171,centroid_532,66.58,9.49,1.21,1.13,21.59
-112.019615_40.603192,centroid_533,63.01,10.94,1.64,1.65,22.75
-112.019787_40.646025,centroid_534,65.29,9.68,1.32,1.21,22.5
-112.020384_41.076257,centroid_535,68.59,8.95,0.22,1.43,20.81
-112.023359_40.527993,centroid_536,56.16,12.63,2.24,1.64,27.33
-112.023602_41.521734,centroid_537,43.01,14.89,0.13,2.01,39.97
-112.024698_41.495513,centroid_538,43.06,15.18,0.14,2.09,39.53
-112.028804_40.565908,centroid_539,59.97,12.13,2.03,1.75,24.13
-112.030471_41.18391,centroid_540,63.17,10.91,0.3,1.64,23.99
-112.030958_41.081032,centroid_541,69.44,8.89,0.26,1.41,19.99
-112.031147_41.466594,centroid_542,49.24,13.52,0.2,2.05,34.99
-112.031495_41.140322,centroid_543,65.77,9.63,0.22,1.55,22.83
-112.032504_40.501352,centroid_544,54.22,13.4,2.58,1.44,28.36
-112.032898_40.64508,centroid_545,65.81,10.36,1.3,1.41,21.12
-112.033318_41.169763,centroid_546,64.71,10.37,0.24,1.54,23.14
-112.033448_41.093148,centroid_547,68.57,8.89,0.24,1.36,20.93
-112.034503_41.118399,centroid_548,68.33,9.13,0.21,1.49,20.84
-112.034807_40.628157,centroid_549,64.67,10.51,1.35,1.75,21.72
-112.035582_40.667654,centroid_550,67.0,9.76,1.16,1.18,20.9
-112.036508_40.68917,centroid_551,68.43,9.25,1.14,1.15,20.03
-112.037258_40.678028,centroid_552,67.82,9.5,1.14,1.13,20.41
-112.037353_41.072467,centroid_553,70.67,8.41,0.23,1.31,19.38
-112.038548_40.634744,centroid_554,64.31,10.4,1.24,1.84,22.22
-112.041071_41.31379,centroid_555,53.35,12.23,0.19,2.29,31.95
-112.043027_41.190524,centroid_556,63.89,10.31,0.18,1.63,23.99
-112.043257_40.61559,centroid_557,62.72,11.38,1.4,2.12,22.38
-112.043544_40.48659,centroid_558,50.87,13.91,3.3,1.67,30.25
-112.044004_41.224744,centroid_559,60.2,10.81,0.21,1.61,27.17
-112.04462_41.157065,centroid_560,64.54,10.37,0.23,1.46,23.4
-112.04464_40.416998,centroid_561,42.84,16.33,6.15,1.27,33.41
-112.044962_40.600452,centroid_562,61.3,11.91,1.52,2.21,23.06
-112.045491_41.132929,centroid_563,67.87,9.28,0.2,1.41,21.25
-112.045816_40.708437,centroid_564,68.25,8.41,0.58,1.07,21.68
-112.046692_40.700374,centroid_565,68.98,8.85,0.7,1.21,20.26
-112.046806_41.146064,centroid_566,66.38,9.53,0.21,1.42,22.45
-112.049536_41.16899,centroid_567,64.54,9.95,0.25,1.51,23.75
-112.053406_40.688611,centroid_568,67.77,9.05,0.86,1.33,20.98
-112.054229_41.117017,centroid_569,71.37,8.27,0.2,1.23,18.94
-112.054838_41.096721,centroid_570,72.54,7.72,0.13,1.19,18.42
-112.056705_41.075043,centroid_571,73.01,7.64,0.22,1.18,17.95
-112.057071_41.297894,centroid_572,57.2,11.32,0.18,1.92,29.38
-112.059323_41.084175,centroid_573,73.49,7.51,0.16,1.12,17.73
-112.060049_41.169206,centroid_574,65.22,10.14,0.21,1.54,22.89
-112.061717_41.261283,centroid_575,61.23,10.3,0.12,1.68,26.67
-112.062091_40.612222,centroid_576,62.59,11.61,1.32,2.44,22.05
-112.063742_41.070749,centroid_577,74.05,7.46,0.14,1.13,17.22
-112.06381_40.509627,centroid_578,50.24,14.39,2.25,1.41,31.7
-112.066518_41.183627,centroid_579,66.4,9.87,0.16,1.47,22.09
-112.07398_41.145399,centroid_580,72.05,7.93,0.19,1.17,18.66
-112.074928_41.158589,centroid_581,70.92,8.26,0.14,1.19,19.49
-112.075156_41.169796,centroid_582,69.19,9.02,0.25,1.31,20.23
-112.076139_40.690921,centroid_583,67.95,8.92,0.55,1.56,21.03
-112.077923_40.708853,centroid_584,68.16,8.71,0.46,1.2,21.47
-112.078284_41.202736,centroid_585,65.23,9.94,0.17,1.4,23.26
-112.078782_41.110175,centroid_586,75.94,6.73,0.15,1.0,16.17
-112.078848_40.700035,centroid_587,69.06,8.87,0.48,1.45,20.14
-112.086272_41.136578,centroid_588,75.34,7.07,0.15,1.02,16.41
-112.092658_41.171545,centroid_589,72.48,7.8,0.11,1.1,18.5
-112.098484_40.696911,centroid_590,67.96,8.99,0.46,1.75,20.85
-112.101679_40.709435,centroid_591,68.17,8.71,0.33,1.43,21.36
-112.1043_41.103239,centroid_592,79.12,5.85,0.1,0.78,14.15
-112.107403_41.287287,centroid_593,67.6,9.1,0.11,1.32,21.87
-112.123063_41.734328,centroid_594,20.52,21.51,0.08,1.29,56.61
-112.124018_41.174112,centroid_595,80.38,5.53,0.07,0.78,13.24
-112.155021_41.709816,centroid_596,19.27,21.54,0.11,1.48,57.6
-112.167066_41.621077,centroid_597,26.21,19.4,0.09,1.52,52.78
-112.181054_41.710585,centroid_598,20.3,21.73,0.08,1.74,56.15
-112.267332_40.622361,centroid_599,68.46,8.36,0.23,1.18,21.77
-112.278959_40.546065,centroid_600,72.39,7.01,0.25,1.22,19.12
-112.28466_40.556315,centroid_601,74.07,6.79,0.21,1.13,17.79
-112.286172_40.536135,centroid_602,71.93,7.45,0.27,1.39,18.95
-112.286607_40.526169,centroid_603,70.48,8.01,0.24,1.49,19.78
-112.289386_40.545078,centroid_604,73.34,6.87,0.22,1.28,18.29
-112.303612_40.627414,centroid_605,73.35,7.22,0.12,1.17,18.14
-112.307294_40.523776,centroid_606,72.28,7.35,0.29,1.53,18.55
-112.307624_40.54359,centroid_607,74.18,6.77,0.24,1.38,17.44
-112.308397_40.639212,centroid_608,74.54,7.29,0.1,1.17,16.9
-112.320972_40.516891,centroid_609,72.98,6.8,0.23,1.36,18.63
-112.332731_40.572103,centroid_610,76.74,5.93,0.05,1.08,16.19
-112.371582_40.420927,centroid_611,70.14,6.41,0.19,1.42,21.85
-112.406054_40.607924,centroid_612,76.82,5.8,0.01,1.18,16.2
-112.425961_41.80798,centroid_613,16.57,28.08,0.07,1.17,54.11
-112.460734_40.594616,centroid_614,78.58,5.24,0.01,0.99,15.19
-112.500689_40.850611,centroid_615,72.91,8.7,0.02,0.59,17.78
-113.660482_40.562716,centroid_616,0.1,1.68,0.0,0.0,98.22
